"","Regulon","CellType","RelativeActivity"
"1129","NKX3-1(+)","CD4+T",0.384999184080795
"1130","NR1D1(+)","CD4+T",0.532238235681663
"1133","NR2C1(+)","CD4+T",0.343326980860859
"1138","PAX5(+)","CD4+T",0.144072771337966
"1142","PHF2(+)","CD4+T",0.391347793162743
"1145","PLAG1(+)","CD4+T",1.14326923041571
"1146","PLAGL1(+)","CD4+T",0.290433805199637
"1149","POLD2(+)","CD4+T",0.871173488938007
"1150","POLE3(+)","CD4+T",0.222256483101206
"1154","PPARD(+)","CD4+T",0.640684638197166
"1155","PRDM1(+)","CD4+T",0.250827237476011
"1158","RARG(+)","CD4+T",0.167495098549646
"1161","REL(+)","CD4+T",0.204065631358094
"1165","RFX1(+)","CD4+T",0.734106052745305
"1166","RFX2(+)","CD4+T",0.716464170497648
"1167","RFX3(+)","CD4+T",0.366173283942057
"1170","RFXAP(+)","CD4+T",0.397464899851279
"1171","RUNX2(+)","CD4+T",1.14113572325308
"1174","RXRB(+)","CD4+T",0.0848766459871018
"1179","SMARCA4(+)","CD4+T",0.236328944638409
"1182","SMC3(+)","CD4+T",0.406839298541969
"1187","SOX8(+)","CD4+T",0.171706503497581
"1191","SP4(+)","CD4+T",0.550990662376289
"1193","SPIB(+)","CD4+T",0.53650663644602
"1201","STAT5B(+)","CD4+T",0.107361367670337
"1202","SUPT20H(+)","CD4+T",0.853766716914484
"1205","TBL1XR1(+)","CD4+T",0.85978107374489
"1207","TBPL1(+)","CD4+T",0.284521232095317
"1208","TBX21(+)","CD4+T",0.203594780187515
"1210","TCF3(+)","CD4+T",0.749185508847243
"1211","TCF4(+)","CD4+T",0.0584099822494636
"1217","THAP1(+)","CD4+T",1.58119206540954
"1218","THAP11(+)","CD4+T",0.570142713682908
"1233","ZEB1(+)","CD4+T",0.11455749802524
"1242","ZNF274(+)","CD4+T",1.18538970575438
"1249","ZNF45(+)","CD4+T",0.144037364455416
"1254","ZNF568(+)","CD4+T",1.05236477866537
"1257","ZNF600(+)","CD4+T",0.412429398176479
"1260","ZNF669(+)","CD4+T",0.242819364882347
"1264","ZNF784(+)","CD4+T",0.177906771275113
"1265","ZNF791(+)","CD4+T",0.452093498351389
"1266","ZNF8(+)","CD4+T",0.906173344498287
"1267","ZNF808(+)","CD4+T",0.0910380190562209
"1269","ADNP2(+)","NEU(1)",0.148001860216807
"1270","ARID3A(+)","NEU(1)",0.380393874301683
"1271","ARID5B(+)","NEU(1)",0.177644833639269
"1272","ARNT(+)","NEU(1)",1.27537142048228
"1278","ATF3(+)","NEU(1)",1.01041084776841
"1280","ATF5(+)","NEU(1)",2.10853678917256
"1281","ATF6(+)","NEU(1)",0.153355567172985
"1283","ATF7(+)","NEU(1)",0.605346912136249
"1284","BACH1(+)","NEU(1)",1.11140783836394
"1287","BATF3(+)","NEU(1)",1.05454689273058
"1291","BCL3(+)","NEU(1)",1.51824740017327
"1292","BCL6(+)","NEU(1)",2.23442092766228
"1296","BPTF(+)","NEU(1)",0.83199486015891
"1297","BRCA1(+)","NEU(1)",0.712619394413478
"1301","CEBPA(+)","NEU(1)",0.436438617935521
"1302","CEBPB(+)","NEU(1)",0.691476709402306
"1303","CEBPD(+)","NEU(1)",0.924754030144287
"1304","CEBPE(+)","NEU(1)",0.0299142563808795
"1305","CEBPG(+)","NEU(1)",0.521040238572958
"1307","CHD2(+)","NEU(1)",1.09136113313217
"1308","CLOCK(+)","NEU(1)",2.15451843148446
"1309","CPSF4(+)","NEU(1)",1.36976177072151
"1310","CREB1(+)","NEU(1)",1.78101654179629
"1311","CREB3(+)","NEU(1)",0.191152964272245
"1313","CREB5(+)","NEU(1)",2.54228260928778
"1317","DDIT3(+)","NEU(1)",1.39482101553964
"1319","E2F2(+)","NEU(1)",0.62562693993599
"1320","E2F3(+)","NEU(1)",0.423417903619698
"1324","EGR1(+)","NEU(1)",1.13080563289527
"1325","EGR2(+)","NEU(1)",0.686297966724957
"1326","EGR3(+)","NEU(1)",0.664392707124326
"1327","ELF1(+)","NEU(1)",0.190958177921741
"1328","ELF2(+)","NEU(1)",0.48022137956486
"1329","ELF3(+)","NEU(1)",0.690111194365732
"1330","ELF4(+)","NEU(1)",2.47827372655729
"1332","ELK3(+)","NEU(1)",0.190477579522177
"1333","ELK4(+)","NEU(1)",0.696722867946536
"1335","EP300(+)","NEU(1)",1.40219539581745
"1337","ESRRA(+)","NEU(1)",0.393261850924121
"1339","ETS2(+)","NEU(1)",0.83768187257428
"1342","ETV6(+)","NEU(1)",1.65267279335993
"1343","ETV7(+)","NEU(1)",1.15603180032264
"1346","FOS(+)","NEU(1)",1.0024002355389
"1347","FOSB(+)","NEU(1)",1.60814908171226
"1348","FOSL1(+)","NEU(1)",0.538817323390759
"1349","FOSL2(+)","NEU(1)",0.663589860458514
"1351","FOXJ2(+)","NEU(1)",1.88851964837299
"1353","FOXK1(+)","NEU(1)",0.121477117834388
"1354","FOXK2(+)","NEU(1)",0.399792850864495
"1355","FOXN2(+)","NEU(1)",1.01287340470139
"1357","FOXO3(+)","NEU(1)",1.88841392580428
"1361","FOXP4(+)","NEU(1)",1.53128553891486
"1362","GABPA(+)","NEU(1)",0.143685325154797
"1365","GATA2(+)","NEU(1)",0.885735469207451
"1366","GATA3(+)","NEU(1)",0.769931213980167
"1368","GTF2B(+)","NEU(1)",0.141267811728411
"1371","HCFC1(+)","NEU(1)",0.532771285729728
"1376","HLTF(+)","NEU(1)",1.49545074373049
"1378","HOXA5(+)","NEU(1)",1.52965376581566
"1379","HOXB7(+)","NEU(1)",0.602113125116664
"1381","ING4(+)","NEU(1)",1.40307693820372
"1382","IRF1(+)","NEU(1)",1.13915950949515
"1383","IRF2(+)","NEU(1)",1.82005189447966
"1386","IRF5(+)","NEU(1)",0.200345547446755
"1387","IRF7(+)","NEU(1)",1.38588937347649
"1389","IRF9(+)","NEU(1)",0.793057859570056
"1390","JDP2(+)","NEU(1)",0.631684220240851
"1392","JUNB(+)","NEU(1)",0.700690361001294
"1393","JUND(+)","NEU(1)",0.640985895181766
"1394","KDM5A(+)","NEU(1)",0.463138301109095
"1397","KLF10(+)","NEU(1)",0.45590983850475
"1399","KLF12(+)","NEU(1)",0.130136301097509
"1400","KLF13(+)","NEU(1)",0.2708354647151
"1401","KLF16(+)","NEU(1)",0.57828008298077
"1402","KLF2(+)","NEU(1)",0.469278218460677
"1404","KLF4(+)","NEU(1)",0.298388857484699
"1405","KLF6(+)","NEU(1)",0.803700817921209
"1409","MAFB(+)","NEU(1)",0.626104842864106
"1410","MAFF(+)","NEU(1)",0.959301953666348
"1411","MAFG(+)","NEU(1)",0.565043955771156
"1412","MAFK(+)","NEU(1)",1.1514930562121
"1413","MAX(+)","NEU(1)",0.0273316709035024
"1419","MITF(+)","NEU(1)",0.755593752608027
"1420","MLX(+)","NEU(1)",0.641202367844348
"1424","MXI1(+)","NEU(1)",2.20713034323052
"1425","MYB(+)","NEU(1)",1.42788454821159
"1432","NF1(+)","NEU(1)",1.21225606736962
"1433","NFATC1(+)","NEU(1)",1.44923324579987
"1435","NFE2(+)","NEU(1)",0.932175782446371
"1437","NFE2L2(+)","NEU(1)",1.69698788790418
"1439","NFIC(+)","NEU(1)",2.07473884614907
"1440","NFIL3(+)","NEU(1)",1.54837383755195
"1442","NFKB1(+)","NEU(1)",1.01986216475758
"1443","NFKB2(+)","NEU(1)",1.61632260551432
"1444","NFYA(+)","NEU(1)",0.74086341719249
"1446","NKX3-1(+)","NEU(1)",2.21304394147715
"1447","NR1D1(+)","NEU(1)",2.03338218303849
"1448","NR1D2(+)","NEU(1)",1.46390301606198
"1451","NR2C2(+)","NEU(1)",0.219042789548866
"1452","NR2F6(+)","NEU(1)",2.33546558297749
"1454","NRF1(+)","NEU(1)",0.305619086961124
"1460","PHF8(+)","NEU(1)",0.858461643661387
"1461","PKNOX1(+)","NEU(1)",2.55421131479871
"1462","PLAG1(+)","NEU(1)",1.02898391730306
"1465","PML(+)","NEU(1)",1.93851968435457
"1466","POLD2(+)","NEU(1)",0.908025046714836
"1468","POLR2A(+)","NEU(1)",0.398748138467411
"1473","RAD21(+)","NEU(1)",1.68739068209795
"1474","RARA(+)","NEU(1)",2.32552573755468
"1475","RARG(+)","NEU(1)",1.60142688200499
"1476","RBBP5(+)","NEU(1)",0.948879172300373
"1477","RCOR1(+)","NEU(1)",1.20509448181281
"1480","RELB(+)","NEU(1)",1.58639213584371
"1482","RFX1(+)","NEU(1)",0.61589687552708
"1484","RFX3(+)","NEU(1)",0.479068128493904
"1487","RFXAP(+)","NEU(1)",0.710529212097893
"1488","RUNX2(+)","NEU(1)",2.27640451728486
"1490","RXRA(+)","NEU(1)",1.48481099472558
"1491","RXRB(+)","NEU(1)",0.416409834301559
"1494","SIN3A(+)","NEU(1)",0.0735153774502367
"1495","SMAD1(+)","NEU(1)",0.784011976647796
"1497","SMARCC1(+)","NEU(1)",1.5426711462528
"1498","SMARCC2(+)","NEU(1)",0.611196507297452
"1499","SMC3(+)","NEU(1)",0.849275436137839
"1500","SNAI1(+)","NEU(1)",2.59932822987807
"1501","SNAPC4(+)","NEU(1)",2.15302754071515
"1502","SOX15(+)","NEU(1)",0.281966547500246
"1503","SOX4(+)","NEU(1)",1.16035121443525
"1504","SOX8(+)","NEU(1)",0.72124605611495
"1505","SP1(+)","NEU(1)",1.59895110963952
"1507","SP3(+)","NEU(1)",0.465693465544567
"1509","SPI1(+)","NEU(1)",0.319419992305804
"1511","SREBF1(+)","NEU(1)",1.58162723225327
"1512","SREBF2(+)","NEU(1)",1.04158577789522
"1514","STAT1(+)","NEU(1)",1.24704219888771
"1515","STAT2(+)","NEU(1)",1.06474474812374
"1516","STAT3(+)","NEU(1)",2.34846050775434
"1517","STAT5A(+)","NEU(1)",0.698822478949861
"1518","STAT5B(+)","NEU(1)",1.29230437156945
"1522","TBL1XR1(+)","NEU(1)",0.0524268344640045
"1527","TCF3(+)","NEU(1)",0.111573567932791
"1528","TCF4(+)","NEU(1)",0.142268247065898
"1530","TCFL5(+)","NEU(1)",0.537554360095508
"1531","TFCP2(+)","NEU(1)",0.768035235620797
"1533","TFEC(+)","NEU(1)",0.729174595651979
"1536","THRA(+)","NEU(1)",2.05738372661749
"1539","UBTF(+)","NEU(1)",0.951004803028396
"1540","USF1(+)","NEU(1)",0.499717099463467
"1541","USF2(+)","NEU(1)",1.07035900319679
"1542","USP39(+)","NEU(1)",0.508921676434669
"1544","WRNIP1(+)","NEU(1)",0.0470522882383578
"1546","XRCC4(+)","NEU(1)",1.65088744931818
"1547","YY1(+)","NEU(1)",0.582251305156747
"1549","ZBTB7B(+)","NEU(1)",0.684997520375119
"1550","ZEB1(+)","NEU(1)",0.451637843950651
"1551","ZFX(+)","NEU(1)",1.0522080840673
"1552","ZMIZ1(+)","NEU(1)",0.426320658851833
"1555","ZNF140(+)","NEU(1)",2.5074365560377
"1560","ZNF281(+)","NEU(1)",1.75440793552983
"1562","ZNF319(+)","NEU(1)",1.9621967044056
"1563","ZNF384(+)","NEU(1)",2.42304471492885
"1564","ZNF426(+)","NEU(1)",2.10634063587817
"1565","ZNF444(+)","NEU(1)",1.04954617485325
"1567","ZNF467(+)","NEU(1)",1.03241207386313
"1568","ZNF493(+)","NEU(1)",1.28619252763335
"1569","ZNF502(+)","NEU(1)",0.967560107160445
"1570","ZNF513(+)","NEU(1)",2.356391318483
"1574","ZNF600(+)","NEU(1)",0.778685931459666
"1576","ZNF614(+)","NEU(1)",0.555538061820616
"1578","ZNF740(+)","NEU(1)",2.9023011836612
"1582","ZNF791(+)","NEU(1)",0.278707335152372
"1585","ZXDA(+)","NEU(1)",0.896501680307831
"1586","ADNP2(+)","TolMono",0.347512479487475
"1589","ARNT(+)","TolMono",0.267469933880141
"1609","BCL6(+)","TolMono",0.586852626254206
"1618","CEBPA(+)","TolMono",0.0811034889370742
"1621","CEBPE(+)","TolMono",0.566605886602401
"1626","CPSF4(+)","TolMono",1.3501953601195
"1636","E2F2(+)","TolMono",1.76655259570498
"1647","ELF4(+)","TolMono",0.110468225407928
"1672","FOXN2(+)","TolMono",1.05805524277401
"1683","GATA3(+)","TolMono",1.02998608310138
"1693","HLTF(+)","TolMono",1.37171125810088
"1696","HOXB7(+)","TolMono",0.0406244126040259
"1703","IRF5(+)","TolMono",0.337318689649318
"1714","KLF10(+)","TolMono",0.261881718718599
"1726","MAFB(+)","TolMono",0.333450295627635
"1738","MLXIP(+)","TolMono",0.773735217658808
"1749","NF1(+)","TolMono",1.23806615119566
"1750","NFATC1(+)","TolMono",0.792820818254247
"1755","NFE2L3(+)","TolMono",0.27619378547259
"1756","NFIC(+)","TolMono",1.19612848739865
"1764","NR1D1(+)","TolMono",0.233249467321732
"1778","PKNOX1(+)","TolMono",0.44171888583716
"1786","POU2F2(+)","TolMono",0.217318164009386
"1787","PPARA(+)","TolMono",0.0498366602536262
"1792","RARG(+)","TolMono",1.37971532174655
"1802","RFX5(+)","TolMono",0.130178772429448
"1807","RXRA(+)","TolMono",0.150960253833233
"1816","SMC3(+)","TolMono",1.15823005314771
"1835","STAT5B(+)","TolMono",0.129319219060765
"1854","TRPS1(+)","TolMono",0.417316142585033
"1872","ZNF140(+)","TolMono",0.276207518990928
"1884","ZNF467(+)","TolMono",0.209075096991967
"1891","ZNF600(+)","TolMono",1.34555880676138
"1895","ZNF740(+)","TolMono",0.37125701749855
"1899","ZNF791(+)","TolMono",1.51682480239486
"1905","ARID5B(+)","B(1)",1.8472781598952
"1910","ATF1(+)","B(1)",0.696526782732357
"1919","BACH2(+)","B(1)",1.6722513257446
"1920","BATF(+)","B(1)",0.618507623409882
"1922","BBX(+)","B(1)",1.92786677078627
"1923","BCL11A(+)","B(1)",2.36908729452665
"1928","BDP1(+)","B(1)",1.49361966749296
"1930","BPTF(+)","B(1)",1.59440585991019
"1933","BRF2(+)","B(1)",0.120285783992967
"1940","CEBPZ(+)","B(1)",1.90758719845026
"1941","CHD2(+)","B(1)",0.26637399623525
"1943","CPSF4(+)","B(1)",0.171393099811109
"1945","CREB3(+)","B(1)",0.463754532127252
"1946","CREB3L4(+)","B(1)",0.307689137968263
"1948","CREM(+)","B(1)",0.677937548756699
"1952","E2F1(+)","B(1)",0.0314694827534769
"1957","EBF1(+)","B(1)",3.36623609100003
"1961","ELF1(+)","B(1)",0.125302503691738
"1972","ETS1(+)","B(1)",0.386345648359653
"1986","FOXJ3(+)","B(1)",2.31178485158679
"1987","FOXK1(+)","B(1)",0.0773943626563253
"1992","FOXO4(+)","B(1)",2.17464059036788
"1993","FOXP1(+)","B(1)",2.40820255418883
"1994","FOXP3(+)","B(1)",0.0324948313878686
"1997","GABPB1(+)","B(1)",1.1028405410604
"2000","GATA3(+)","B(1)",0.261548492745427
"2001","GSC(+)","B(1)",0.703437111414294
"2003","GTF2F1(+)","B(1)",0.129726169893802
"2006","HDAC2(+)","B(1)",0.0806617856925964
"2009","HIVEP2(+)","B(1)",2.12947226501843
"2011","HOXA10(+)","B(1)",0.103500602342381
"2012","HOXA5(+)","B(1)",1.03442799011508
"2014","IKZF1(+)","B(1)",0.0614853267252308
"2018","IRF3(+)","B(1)",0.547151039181046
"2019","IRF4(+)","B(1)",0.355335339736958
"2022","IRF8(+)","B(1)",1.61016433461129
"2025","JUN(+)","B(1)",0.742779538875998
"2029","KDM5B(+)","B(1)",0.2685553480705
"2033","KLF12(+)","B(1)",0.536278373322132
"2042","LEF1(+)","B(1)",0.607598311080893
"2048","MAZ(+)","B(1)",0.259129261331764
"2050","MEF2C(+)","B(1)",2.19117267553885
"2059","MYB(+)","B(1)",0.572237179197362
"2062","MYC(+)","B(1)",1.07643348928513
"2063","MYCL(+)","B(1)",0.837915004355107
"2070","NFE2L1(+)","B(1)",0.063533267930849
"2073","NFIC(+)","B(1)",0.0336074694652374
"2075","NFIX(+)","B(1)",0.815227417217129
"2076","NFKB1(+)","B(1)",0.368118272527226
"2079","NFYB(+)","B(1)",0.898129236064659
"2080","NKX3-1(+)","B(1)",0.862345830125011
"2082","NR1D2(+)","B(1)",0.225702186481849
"2089","PAX5(+)","B(1)",2.28845886972674
"2094","PHF8(+)","B(1)",0.137995821438555
"2096","PLAG1(+)","B(1)",0.647906131913158
"2100","POLD2(+)","B(1)",0.493416473725435
"2103","POU2F2(+)","B(1)",0.588629918941213
"2105","PPARD(+)","B(1)",0.415601151415645
"2112","REL(+)","B(1)",2.11241876740707
"2119","RFX5(+)","B(1)",1.31268059372393
"2120","RFXANK(+)","B(1)",0.557847055448626
"2121","RFXAP(+)","B(1)",0.0481243991875938
"2127","SETDB1(+)","B(1)",0.529736105634117
"2130","SMARCA4(+)","B(1)",0.738613926260518
"2132","SMARCC2(+)","B(1)",0.173044135065522
"2138","SOX8(+)","B(1)",0.185511391076405
"2141","SP3(+)","B(1)",0.684680071224181
"2142","SP4(+)","B(1)",0.25841510992164
"2144","SPIB(+)","B(1)",1.80623816528114
"2146","SREBF2(+)","B(1)",0.298776571534174
"2153","SUPT20H(+)","B(1)",0.45310083374602
"2156","TBL1XR1(+)","B(1)",1.21944846894232
"2158","TBPL1(+)","B(1)",1.34861761288954
"2160","TCF12(+)","B(1)",2.15187589270267
"2161","TCF3(+)","B(1)",0.58250433999024
"2162","TCF4(+)","B(1)",2.90420425402585
"2169","THAP11(+)","B(1)",0.0145658566617746
"2172","UBP1(+)","B(1)",0.738502860897774
"2174","USF1(+)","B(1)",0.939052316778863
"2177","VDR(+)","B(1)",0.115451916239523
"2184","ZEB1(+)","B(1)",2.04341542179987
"2193","ZNF274(+)","B(1)",1.59867004723756
"2197","ZNF384(+)","B(1)",0.0154692157616598
"2202","ZNF493(+)","B(1)",2.21286604577272
"2204","ZNF513(+)","B(1)",1.05052224539216
"2205","ZNF568(+)","B(1)",1.805793405188
"2208","ZNF600(+)","B(1)",0.14589906515783
"2209","ZNF605(+)","B(1)",0.79113891904272
"2211","ZNF669(+)","B(1)",1.44605268373693
"2212","ZNF740(+)","B(1)",0.66441640193502
"2215","ZNF784(+)","B(1)",0.622642132996251
"2218","ZNF808(+)","B(1)",0.367543784178051
"2219","ZXDA(+)","B(1)",0.484756735186161
"2221","ARID3A(+)","ActMono",1.86714855234392
"2223","ARNT(+)","ActMono",1.6226470052755
"2224","ARNTL(+)","ActMono",1.74183928290035
"2225","ARNTL2(+)","ActMono",0.244895912154495
"2227","ATF1(+)","ActMono",1.51455171284352
"2228","ATF2(+)","ActMono",1.59104520135212
"2229","ATF3(+)","ActMono",2.21119823244062
"2230","ATF4(+)","ActMono",2.13077628807946
"2231","ATF5(+)","ActMono",1.40608039557686
"2232","ATF6(+)","ActMono",1.33178538278284
"2234","ATF7(+)","ActMono",1.72257162337246
"2235","BACH1(+)","ActMono",1.84152863749895
"2236","BACH2(+)","ActMono",0.0183361526533421
"2238","BATF3(+)","ActMono",1.32241958924298
"2239","BBX(+)","ActMono",0.368556731984558
"2240","BCL11A(+)","ActMono",0.0114413751326975
"2242","BCL3(+)","ActMono",2.18313466102631
"2243","BCL6(+)","ActMono",1.26601822397925
"2244","BCLAF1(+)","ActMono",0.696915335645068
"2246","BHLHE40(+)","ActMono",0.372959354902313
"2249","BRF1(+)","ActMono",0.939095480801373
"2251","CBFB(+)","ActMono",0.916421662970971
"2252","CEBPA(+)","ActMono",1.27063548800444
"2253","CEBPB(+)","ActMono",1.76193054885043
"2254","CEBPD(+)","ActMono",1.81597341959878
"2255","CEBPE(+)","ActMono",1.32597354850857
"2256","CEBPG(+)","ActMono",1.35720270433088
"2258","CHD2(+)","ActMono",0.806424591630961
"2259","CLOCK(+)","ActMono",1.47096052710338
"2261","CREB1(+)","ActMono",1.48439878928152
"2263","CREB3L4(+)","ActMono",0.362471361406125
"2264","CREB5(+)","ActMono",1.2275441010363
"2267","CUX1(+)","ActMono",0.42522276862228
"2268","DDIT3(+)","ActMono",1.55678827128547
"2271","E2F3(+)","ActMono",0.972802944323043
"2272","E2F4(+)","ActMono",0.114609886453458
"2273","E2F6(+)","ActMono",0.57876594617566
"2275","EGR1(+)","ActMono",2.21560242122882
"2276","EGR2(+)","ActMono",2.74728192298194
"2277","EGR3(+)","ActMono",2.92961977867496
"2279","ELF2(+)","ActMono",1.3425941818474
"2280","ELF3(+)","ActMono",2.30975623068905
"2281","ELF4(+)","ActMono",0.50209601831212
"2282","ELK1(+)","ActMono",1.08079415919226
"2283","ELK3(+)","ActMono",1.63365364132155
"2284","ELK4(+)","ActMono",1.17081415525525
"2286","EP300(+)","ActMono",1.63531987681842
"2287","ERF(+)","ActMono",1.79873856826828
"2288","ESRRA(+)","ActMono",1.28770519522647
"2290","ETS2(+)","ActMono",1.86509068062715
"2291","ETV2(+)","ActMono",1.12746958264416
"2292","ETV5(+)","ActMono",1.34557063585522
"2293","ETV6(+)","ActMono",1.69904862376039
"2294","ETV7(+)","ActMono",2.02707957928643
"2295","EZH2(+)","ActMono",0.388540361031751
"2296","FLI1(+)","ActMono",0.646255938160885
"2297","FOS(+)","ActMono",1.84580397609808
"2298","FOSB(+)","ActMono",1.91802597642871
"2299","FOSL1(+)","ActMono",2.75461618074891
"2300","FOSL2(+)","ActMono",1.84136337835221
"2302","FOXJ2(+)","ActMono",0.855285333465405
"2304","FOXK1(+)","ActMono",0.775344851380582
"2305","FOXK2(+)","ActMono",1.65194079831239
"2307","FOXO1(+)","ActMono",1.25370148418954
"2308","FOXO3(+)","ActMono",0.969533077007771
"2309","FOXO4(+)","ActMono",0.250394709683898
"2312","FOXP4(+)","ActMono",0.998100151610796
"2313","GABPA(+)","ActMono",0.990087777552145
"2316","GATA2(+)","ActMono",0.201879426701768
"2319","GTF2B(+)","ActMono",0.0570201234067454
"2320","GTF2F1(+)","ActMono",1.81252049176186
"2322","HCFC1(+)","ActMono",1.90598565900774
"2323","HDAC2(+)","ActMono",0.261563819288124
"2324","HES1(+)","ActMono",1.81403813192319
"2329","HOXA5(+)","ActMono",0.824079699469201
"2331","IKZF1(+)","ActMono",0.10403288999154
"2333","IRF1(+)","ActMono",1.73284474285991
"2334","IRF2(+)","ActMono",1.31050565740764
"2337","IRF5(+)","ActMono",1.58878749545105
"2338","IRF7(+)","ActMono",1.9204921876548
"2339","IRF8(+)","ActMono",1.09710992738191
"2340","IRF9(+)","ActMono",0.612056416967433
"2341","JDP2(+)","ActMono",2.25029368150079
"2342","JUN(+)","ActMono",1.49859447743544
"2343","JUNB(+)","ActMono",1.93914358340184
"2344","JUND(+)","ActMono",2.0084095851622
"2346","KDM5B(+)","ActMono",0.645173186779914
"2347","KLF1(+)","ActMono",0.812451478732413
"2348","KLF10(+)","ActMono",2.58434479401721
"2349","KLF11(+)","ActMono",1.4562923686584
"2351","KLF13(+)","ActMono",0.798604890927414
"2352","KLF16(+)","ActMono",1.31452205318777
"2353","KLF2(+)","ActMono",0.289303534447744
"2354","KLF3(+)","ActMono",0.518911238175918
"2355","KLF4(+)","ActMono",1.80514348947341
"2356","KLF6(+)","ActMono",1.79280046926777
"2357","KLF7(+)","ActMono",1.82468840434825
"2360","MAFB(+)","ActMono",1.33916841499609
"2361","MAFF(+)","ActMono",1.85024995626226
"2362","MAFG(+)","ActMono",2.79145129341847
"2363","MAFK(+)","ActMono",1.86866037001715
"2364","MAX(+)","ActMono",0.233674610215752
"2367","MEF2C(+)","ActMono",0.655733060749575
"2368","MEF2D(+)","ActMono",0.663231459420105
"2370","MITF(+)","ActMono",1.8696222557171
"2371","MLX(+)","ActMono",1.34674170847957
"2372","MLXIP(+)","ActMono",1.92313655420161
"2373","MNT(+)","ActMono",2.26813165110989
"2375","MXI1(+)","ActMono",1.40979276553534
"2376","MYB(+)","ActMono",0.664040983743749
"2378","MYBL2(+)","ActMono",0.0870431179979523
"2379","MYC(+)","ActMono",0.0668265082721455
"2382","NELFE(+)","ActMono",1.20708933905591
"2386","NFE2(+)","ActMono",0.592975494455769
"2387","NFE2L1(+)","ActMono",1.38953995385008
"2388","NFE2L2(+)","ActMono",0.972938284103878
"2389","NFE2L3(+)","ActMono",1.17625313101247
"2391","NFIL3(+)","ActMono",2.06187349980124
"2392","NFIX(+)","ActMono",0.430494870172615
"2393","NFKB1(+)","ActMono",1.45017383787075
"2394","NFKB2(+)","ActMono",2.43214052803769
"2395","NFYA(+)","ActMono",1.4854104397635
"2396","NFYB(+)","ActMono",0.572209473694025
"2399","NR1D2(+)","ActMono",1.40291562905821
"2400","NR1H3(+)","ActMono",1.29979798111536
"2401","NR2C1(+)","ActMono",1.22784361427663
"2402","NR2C2(+)","ActMono",1.63669199832167
"2403","NR2F6(+)","ActMono",0.754827872924658
"2404","NR3C1(+)","ActMono",1.45070972557154
"2405","NRF1(+)","ActMono",1.12800788510675
"2406","PAX5(+)","ActMono",0.192857280453546
"2407","PAX8(+)","ActMono",0.371759353098854
"2409","PBX3(+)","ActMono",1.33653479409216
"2410","PHF2(+)","ActMono",1.21934655701206
"2411","PHF8(+)","ActMono",1.63966107647092
"2415","PLAGL2(+)","ActMono",0.337486776746523
"2416","PML(+)","ActMono",2.06776524798917
"2417","POLD2(+)","ActMono",1.01569204595965
