"","Regulon","CellType","RelativeActivity"
"1","ADNP2(+)","CD8+T",0.0394084325051314
"3","ARID5B(+)","CD8+T",0.144841267512403
"6","ARNTL2(+)","CD8+T",0.228442753710075
"7","ASCL2(+)","CD8+T",0.785160459840275
"8","ATF1(+)","CD8+T",0.0768262558100911
"14","ATF6B(+)","CD8+T",0.5821138494627
"17","BACH2(+)","CD8+T",0.34639635798836
"18","BATF(+)","CD8+T",0.45263795388232
"20","BBX(+)","CD8+T",0.258116654504747
"22","BCL11B(+)","CD8+T",1.18776796244852
"25","BCLAF1(+)","CD8+T",0.0457410027624357
"26","BDP1(+)","CD8+T",0.420058104462024
"27","BHLHE40(+)","CD8+T",0.383421013045328
"28","BPTF(+)","CD8+T",0.391725199678562
"29","BRCA1(+)","CD8+T",1.63711997193233
"30","BRF1(+)","CD8+T",0.375342307926441
"31","BRF2(+)","CD8+T",0.860899011301701
"38","CEBPZ(+)","CD8+T",0.673769844956357
"39","CHD2(+)","CD8+T",0.267156375169904
"43","CREB3(+)","CD8+T",0.578132046378593
"46","CREM(+)","CD8+T",0.463593880002139
"47","CTCF(+)","CD8+T",0.626335335120523
"50","E2F1(+)","CD8+T",0.440804066358637
"53","E2F4(+)","CD8+T",0.503329835258722
"54","E2F6(+)","CD8+T",0.145212836187281
"63","ELK1(+)","CD8+T",0.0179308364421156
"66","EOMES(+)","CD8+T",1.11180355263312
"70","ETS1(+)","CD8+T",0.994803176631351
"72","ETV2(+)","CD8+T",0.245471324069142
"76","EZH2(+)","CD8+T",0.491515064543708
"82","FOXD2(+)","CD8+T",0.837498249089789
"84","FOXJ3(+)","CD8+T",0.0825521528855915
"85","FOXK1(+)","CD8+T",0.404597907921075
"87","FOXN2(+)","CD8+T",0.421982687621102
"90","FOXO4(+)","CD8+T",0.582946631753631
"91","FOXP1(+)","CD8+T",0.326095305497375
"92","FOXP3(+)","CD8+T",0.92620944302211
"94","GABPA(+)","CD8+T",0.246962423685756
"95","GABPB1(+)","CD8+T",0.377349535707529
"98","GATA3(+)","CD8+T",0.605795263920232
"99","GSC(+)","CD8+T",0.0825145997454764
"102","GTF3C2(+)","CD8+T",0.274951293780444
"104","HDAC2(+)","CD8+T",0.0866155228433968
"106","HES6(+)","CD8+T",0.75620473626159
"107","HIVEP2(+)","CD8+T",0.0712099518653422
"109","HOXA10(+)","CD8+T",0.763013292505298
"111","HOXB7(+)","CD8+T",0.775044909555805
"112","IKZF1(+)","CD8+T",0.758573771729905
"116","IRF3(+)","CD8+T",0.939108481938246
"117","IRF4(+)","CD8+T",0.144676313025096
"121","IRF9(+)","CD8+T",0.253150932290902
"123","JUN(+)","CD8+T",0.225397257370987
"126","KDM5A(+)","CD8+T",0.81213610692257
"127","KDM5B(+)","CD8+T",0.142705730736914
"131","KLF12(+)","CD8+T",0.445968304412437
"132","KLF13(+)","CD8+T",0.23286854352931
"134","KLF2(+)","CD8+T",0.471808728216016
"140","LEF1(+)","CD8+T",0.922543871163065
"146","MAZ(+)","CD8+T",1.05774716884678
"149","MEF2D(+)","CD8+T",0.0693530093441492
"150","MGA(+)","CD8+T",0.487410424374099
"155","MTA3(+)","CD8+T",0.664509173775047
"158","MYBL1(+)","CD8+T",1.19270976671144
"159","MYBL2(+)","CD8+T",0.370877783947654
"160","MYC(+)","CD8+T",0.49416315852163
"161","MYCL(+)","CD8+T",0.437312505848027
"162","MYEF2(+)","CD8+T",1.13575004569304
"165","NFATC1(+)","CD8+T",0.64733479188646
"166","NFATC2(+)","CD8+T",1.10744855673714
"168","NFE2L1(+)","CD8+T",0.275055536879711
"170","NFE2L3(+)","CD8+T",0.339268363683226
"183","NR2C2(+)","CD8+T",0.371854627955683
"188","PAX8(+)","CD8+T",0.522821044012793
"191","PHF2(+)","CD8+T",0.472378513280851
"194","PLAG1(+)","CD8+T",0.572629902340791
"195","PLAGL1(+)","CD8+T",0.111756599245015
"200","POLR2A(+)","CD8+T",0.0468060669237423
"203","PPARD(+)","CD8+T",1.20090942217329
"204","PRDM1(+)","CD8+T",1.07544608802805
"207","RARG(+)","CD8+T",0.025645513815859
"211","RELA(+)","CD8+T",0.04902590202829
"213","REST(+)","CD8+T",0.319349215187736
"214","RFX1(+)","CD8+T",0.340847343744338
"215","RFX2(+)","CD8+T",0.720157763788796
"216","RFX3(+)","CD8+T",0.57647192760964
"218","RFXANK(+)","CD8+T",0.521545446605639
"219","RFXAP(+)","CD8+T",0.25313132517618
"220","RUNX2(+)","CD8+T",0.282712721758925
"221","RUNX3(+)","CD8+T",0.788067446490288
"223","RXRB(+)","CD8+T",0.658132083875574
"226","SIN3A(+)","CD8+T",0.0830904062422279
"228","SMARCA4(+)","CD8+T",0.46053597574158
"231","SMC3(+)","CD8+T",0.787726006615603
"233","SNAPC4(+)","CD8+T",0.115212493416975
"234","SOX15(+)","CD8+T",0.161218211233694
"240","SP4(+)","CD8+T",0.768520919046163
"242","SPIB(+)","CD8+T",0.24124739968575
"251","SUPT20H(+)","CD8+T",0.829108538668838
"254","TBL1XR1(+)","CD8+T",0.412476527602977
"256","TBPL1(+)","CD8+T",0.463767533507647
"257","TBX21(+)","CD8+T",1.01751232772523
"266","THAP1(+)","CD8+T",0.578167663598916
"267","THAP11(+)","CD8+T",0.356703109424846
"268","THRA(+)","CD8+T",0.599804622620986
"282","ZEB1(+)","CD8+T",0.0388392677910009
"293","ZNF317(+)","CD8+T",0.569960354663318
"297","ZNF444(+)","CD8+T",0.693004508713157
"298","ZNF45(+)","CD8+T",0.725998522218006
"303","ZNF568(+)","CD8+T",0.526046218440526
"306","ZNF600(+)","CD8+T",0.233445496498986
"311","ZNF76(+)","CD8+T",0.0592810570913752
"312","ZNF765(+)","CD8+T",0.107137867235303
"315","ZNF8(+)","CD8+T",1.08292073214441
"319","ARID3A(+)","CD14+Mono",1.95583209929823
"321","ARNT(+)","CD14+Mono",1.8717505694727
"322","ARNTL(+)","CD14+Mono",1.20807974577377
"323","ARNTL2(+)","CD14+Mono",0.453498236622007
"325","ATF1(+)","CD14+Mono",1.61727871102745
"326","ATF2(+)","CD14+Mono",1.26637222523804
"327","ATF3(+)","CD14+Mono",1.30928054791641
"328","ATF4(+)","CD14+Mono",1.46185771490282
"329","ATF5(+)","CD14+Mono",1.07219027575805
"330","ATF6(+)","CD14+Mono",1.61934028433456
"331","ATF6B(+)","CD14+Mono",0.573521503253675
"332","ATF7(+)","CD14+Mono",2.05801295043598
"333","BACH1(+)","CD14+Mono",1.75182266643981
"334","BACH2(+)","CD14+Mono",0.29941955859536
"335","BATF(+)","CD14+Mono",0.219534868922579
"336","BATF3(+)","CD14+Mono",0.990709787403865
"337","BBX(+)","CD14+Mono",1.30264416734838
"338","BCL11A(+)","CD14+Mono",0.142800069797106
"340","BCL3(+)","CD14+Mono",1.35127716060738
"341","BCL6(+)","CD14+Mono",1.20958618218198
"342","BCLAF1(+)","CD14+Mono",0.795505168458524
"344","BHLHE40(+)","CD14+Mono",0.310308297282325
"347","BRF1(+)","CD14+Mono",1.10708023910018
"349","CBFB(+)","CD14+Mono",1.47618126005192
"350","CEBPA(+)","CD14+Mono",1.60191650928386
"351","CEBPB(+)","CD14+Mono",1.53326122154212
"352","CEBPD(+)","CD14+Mono",1.87465862232771
"353","CEBPE(+)","CD14+Mono",2.07473482197778
"354","CEBPG(+)","CD14+Mono",1.52597674691154
"356","CHD2(+)","CD14+Mono",0.836326914688031
"357","CLOCK(+)","CD14+Mono",1.36017906979504
"359","CREB1(+)","CD14+Mono",1.24551607828511
"361","CREB3L4(+)","CD14+Mono",1.02392948576062
"362","CREB5(+)","CD14+Mono",1.0563864568037
"365","CUX1(+)","CD14+Mono",0.568067151115657
"366","DDIT3(+)","CD14+Mono",1.49463018011299
"369","E2F3(+)","CD14+Mono",2.04466147877075
"370","E2F4(+)","CD14+Mono",0.235971486436218
"371","E2F6(+)","CD14+Mono",1.10103816786971
"373","EGR1(+)","CD14+Mono",1.44291060324703
"374","EGR2(+)","CD14+Mono",0.919657083512962
"375","EGR3(+)","CD14+Mono",1.29924640901061
"377","ELF2(+)","CD14+Mono",1.41621549640223
"378","ELF3(+)","CD14+Mono",1.74037274631681
"379","ELF4(+)","CD14+Mono",1.22703521977011
"380","ELK1(+)","CD14+Mono",1.49409504327206
"381","ELK3(+)","CD14+Mono",1.67296831383132
"382","ELK4(+)","CD14+Mono",1.9876196183033
"384","EP300(+)","CD14+Mono",1.70321965509904
"385","ERF(+)","CD14+Mono",1.63643363967032
"386","ESRRA(+)","CD14+Mono",0.956147309020677
"388","ETS2(+)","CD14+Mono",1.64962576370865
"389","ETV2(+)","CD14+Mono",0.811229580551227
"390","ETV5(+)","CD14+Mono",1.41419074943492
"391","ETV6(+)","CD14+Mono",1.71617866578082
"392","ETV7(+)","CD14+Mono",0.903757122180381
"393","EZH2(+)","CD14+Mono",0.0284967269230911
"394","FLI1(+)","CD14+Mono",1.15343273538655
"395","FOS(+)","CD14+Mono",1.7881970858782
"396","FOSB(+)","CD14+Mono",1.50461385709088
"397","FOSL1(+)","CD14+Mono",1.43090504095133
"398","FOSL2(+)","CD14+Mono",1.93966619993982
"399","FOXD2(+)","CD14+Mono",0.596734894202124
"400","FOXJ2(+)","CD14+Mono",1.35234681364734
"401","FOXJ3(+)","CD14+Mono",0.114968040968448
"402","FOXK1(+)","CD14+Mono",1.01970989492004
"403","FOXK2(+)","CD14+Mono",1.88207380408894
"405","FOXO1(+)","CD14+Mono",1.91071933728864
"406","FOXO3(+)","CD14+Mono",1.07295549558507
"410","FOXP4(+)","CD14+Mono",2.01186768243843
"411","GABPA(+)","CD14+Mono",0.45447781387926
"412","GABPB1(+)","CD14+Mono",0.197773455811865
"414","GATA2(+)","CD14+Mono",0.0677425840215858
"417","GTF2B(+)","CD14+Mono",0.194693363298931
"418","GTF2F1(+)","CD14+Mono",1.21383305642434
"419","GTF3C2(+)","CD14+Mono",0.202901018514873
"420","HCFC1(+)","CD14+Mono",1.38415416380143
"421","HDAC2(+)","CD14+Mono",0.44413663885445
"422","HES1(+)","CD14+Mono",1.20254421329446
"426","HOXA10(+)","CD14+Mono",0.00355579997468685
"427","HOXA5(+)","CD14+Mono",1.38529777634463
"429","IKZF1(+)","CD14+Mono",0.131540063335341
"431","IRF1(+)","CD14+Mono",1.11869642066697
"432","IRF2(+)","CD14+Mono",1.00415084228275
"435","IRF5(+)","CD14+Mono",1.62979803942067
"436","IRF7(+)","CD14+Mono",1.09357649376514
"437","IRF8(+)","CD14+Mono",1.11020738136175
"438","IRF9(+)","CD14+Mono",0.102683409006971
"439","JDP2(+)","CD14+Mono",1.67662622657682
"440","JUN(+)","CD14+Mono",1.0609896702837
"441","JUNB(+)","CD14+Mono",1.3192179420678
"442","JUND(+)","CD14+Mono",1.70246176691432
"444","KDM5B(+)","CD14+Mono",0.654647528854709
"445","KLF1(+)","CD14+Mono",0.556701472865552
"446","KLF10(+)","CD14+Mono",1.68837644611646
"447","KLF11(+)","CD14+Mono",1.4804449273333
"448","KLF12(+)","CD14+Mono",0.354759715781475
"449","KLF13(+)","CD14+Mono",1.40500320446739
"450","KLF16(+)","CD14+Mono",1.0852759721273
"451","KLF2(+)","CD14+Mono",0.0429755787753878
"452","KLF3(+)","CD14+Mono",0.57369706843137
"453","KLF4(+)","CD14+Mono",1.8042555222665
"454","KLF6(+)","CD14+Mono",1.68249194561744
"455","KLF7(+)","CD14+Mono",1.60006013005965
"458","MAFB(+)","CD14+Mono",1.27777790483518
"460","MAFG(+)","CD14+Mono",1.40953088411987
"461","MAFK(+)","CD14+Mono",1.74162187790781
"462","MAX(+)","CD14+Mono",0.0752075448736698
"464","MEF2A(+)","CD14+Mono",2.00151886520256
"465","MEF2C(+)","CD14+Mono",0.830217703317263
"466","MEF2D(+)","CD14+Mono",1.61823482012771
"467","MGA(+)","CD14+Mono",0.0747463244697369
"468","MITF(+)","CD14+Mono",1.94782139220342
"469","MLX(+)","CD14+Mono",1.54972464174396
"470","MLXIP(+)","CD14+Mono",2.39980820082181
"471","MNT(+)","CD14+Mono",1.02578372176848
"473","MXI1(+)","CD14+Mono",1.34389239389594
"474","MYB(+)","CD14+Mono",0.691200544501971
"477","MYC(+)","CD14+Mono",0.242195130552953
"478","MYCL(+)","CD14+Mono",0.11014810750448
"480","NELFE(+)","CD14+Mono",1.48255152188475
"484","NFE2(+)","CD14+Mono",0.4769315322779
"485","NFE2L1(+)","CD14+Mono",2.52987605557603
"486","NFE2L2(+)","CD14+Mono",0.977691160227455
"487","NFE2L3(+)","CD14+Mono",0.199382703985844
"489","NFIL3(+)","CD14+Mono",1.43802098488837
"490","NFIX(+)","CD14+Mono",0.878800104310652
"491","NFKB1(+)","CD14+Mono",1.22345346093024
"492","NFKB2(+)","CD14+Mono",0.780870640972784
"493","NFYA(+)","CD14+Mono",1.26736222521605
"494","NFYB(+)","CD14+Mono",0.292865843716314
"497","NR1D2(+)","CD14+Mono",0.637311352243223
"498","NR1H3(+)","CD14+Mono",0.557119751697464
"499","NR2C1(+)","CD14+Mono",0.997929229654501
"500","NR2C2(+)","CD14+Mono",0.478420693135108
"501","NR2F6(+)","CD14+Mono",0.750229057241423
"502","NR3C1(+)","CD14+Mono",1.66865862675163
"503","NRF1(+)","CD14+Mono",1.88447447833601
"504","PAX5(+)","CD14+Mono",0.242073761120366
"505","PAX8(+)","CD14+Mono",0.786906592283792
"507","PBX3(+)","CD14+Mono",1.51320517933851
"508","PHF2(+)","CD14+Mono",0.802970254550361
"509","PHF8(+)","CD14+Mono",1.72293580163354
"511","PLAG1(+)","CD14+Mono",0.257428520822816
"512","PLAGL1(+)","CD14+Mono",0.544736061580183
"513","PLAGL2(+)","CD14+Mono",0.679168963608074
"514","PML(+)","CD14+Mono",1.03230500916494
"515","POLD2(+)","CD14+Mono",0.174482407208608
"516","POLE3(+)","CD14+Mono",1.46700398848815
"517","POLR2A(+)","CD14+Mono",0.515357643133787
"518","POU2F2(+)","CD14+Mono",1.15831768554661
"519","PPARA(+)","CD14+Mono",1.18237004906008
"520","PPARD(+)","CD14+Mono",0.610310603807733
"522","RAD21(+)","CD14+Mono",1.15534290589802
"523","RARA(+)","CD14+Mono",0.895672532819494
"525","RBBP5(+)","CD14+Mono",0.775379739313295
"526","RCOR1(+)","CD14+Mono",1.72936844857546
"527","REL(+)","CD14+Mono",0.223946872169732
"528","RELA(+)","CD14+Mono",0.896721626353934
"529","RELB(+)","CD14+Mono",1.22321169563856
"530","REST(+)","CD14+Mono",0.644347473820319
"531","RFX1(+)","CD14+Mono",1.07487009703367
"532","RFX2(+)","CD14+Mono",0.56479755692118
"533","RFX3(+)","CD14+Mono",1.63530737122612
"534","RFX5(+)","CD14+Mono",0.773976567283908
"535","RFXANK(+)","CD14+Mono",0.529012897803917
"536","RFXAP(+)","CD14+Mono",0.260292926550908
"539","RXRA(+)","CD14+Mono",1.30001609693809
"540","RXRB(+)","CD14+Mono",0.180166174319481
"541","SAP30(+)","CD14+Mono",2.19185942921388
"542","SETDB1(+)","CD14+Mono",1.45964025092643
"543","SIN3A(+)","CD14+Mono",0.812204902598031
"544","SMAD1(+)","CD14+Mono",0.189811734148566
"545","SMARCA4(+)","CD14+Mono",0.663984312582591
"546","SMARCC1(+)","CD14+Mono",0.739105567554321
"547","SMARCC2(+)","CD14+Mono",1.41928167465244
"549","SNAI1(+)","CD14+Mono",1.19229613908041
"550","SNAPC4(+)","CD14+Mono",0.454746442798974
"551","SOX15(+)","CD14+Mono",0.73549624804584
"552","SOX4(+)","CD14+Mono",1.84707780907875
"553","SOX8(+)","CD14+Mono",1.56286235149704
"554","SP1(+)","CD14+Mono",2.09028817479252
"555","SP2(+)","CD14+Mono",1.17187872094643
"556","SP3(+)","CD14+Mono",0.999483611353079
"557","SP4(+)","CD14+Mono",0.274587633308356
"558","SPI1(+)","CD14+Mono",1.52176217954193
"559","SPIB(+)","CD14+Mono",0.110644994007327
"560","SREBF1(+)","CD14+Mono",1.53169356186396
"561","SREBF2(+)","CD14+Mono",1.00857421373476
"562","SRF(+)","CD14+Mono",1.44974289364733
"563","STAT1(+)","CD14+Mono",1.4589177583033
"564","STAT2(+)","CD14+Mono",1.71137846846582
"565","STAT3(+)","CD14+Mono",0.916109529048606
"566","STAT5A(+)","CD14+Mono",1.21711014934154
"567","STAT5B(+)","CD14+Mono",2.60317913351639
"568","SUPT20H(+)","CD14+Mono",0.121331362886859
"569","TAF1(+)","CD14+Mono",1.64180511148011
"571","TBL1XR1(+)","CD14+Mono",0.392366195228499
"572","TBP(+)","CD14+Mono",1.62397009582733
"573","TBPL1(+)","CD14+Mono",0.954584493062448
"575","TCF12(+)","CD14+Mono",0.0744219718002725
"576","TCF3(+)","CD14+Mono",0.75997614248399
"577","TCF4(+)","CD14+Mono",0.376003514962556
"578","TCF7L2(+)","CD14+Mono",0.934064335191328
"579","TCFL5(+)","CD14+Mono",1.33899146365797
"580","TFCP2(+)","CD14+Mono",1.3715903204475
"581","TFDP1(+)","CD14+Mono",1.52279554728775
"582","TFEC(+)","CD14+Mono",2.01366563586386
"583","THAP1(+)","CD14+Mono",0.305273843718139
"586","TRPS1(+)","CD14+Mono",2.67960960274879
"587","UBP1(+)","CD14+Mono",1.28479511967681
"588","UBTF(+)","CD14+Mono",1.13141094232524
"589","USF1(+)","CD14+Mono",1.35658637682106
"590","USF2(+)","CD14+Mono",1.24115806122605
"592","VDR(+)","CD14+Mono",0.12787714979322
"593","WRNIP1(+)","CD14+Mono",1.1697090717999
"594","XBP1(+)","CD14+Mono",0.168743554739136
"595","XRCC4(+)","CD14+Mono",1.02529617523349
"596","YY1(+)","CD14+Mono",1.88594490107043
"597","ZBTB7A(+)","CD14+Mono",1.15478016272967
"598","ZBTB7B(+)","CD14+Mono",2.0767209075473
"599","ZEB1(+)","CD14+Mono",0.0396551039077168
"600","ZFX(+)","CD14+Mono",2.16658194912046
"601","ZMIZ1(+)","CD14+Mono",1.98664342868983
"602","ZNF12(+)","CD14+Mono",1.43544185794213
"603","ZNF121(+)","CD14+Mono",1.99458747711039
"604","ZNF140(+)","CD14+Mono",0.111471764174085
"605","ZNF143(+)","CD14+Mono",1.16391581789194
"606","ZNF217(+)","CD14+Mono",2.18673468558763
"607","ZNF266(+)","CD14+Mono",0.592664667916922
"608","ZNF274(+)","CD14+Mono",0.294333531614135
"609","ZNF281(+)","CD14+Mono",1.85180835259669
"610","ZNF317(+)","CD14+Mono",1.42297288184834
"611","ZNF319(+)","CD14+Mono",1.17671076139371
"612","ZNF384(+)","CD14+Mono",0.725644706880527
"613","ZNF426(+)","CD14+Mono",1.15776189649757
"614","ZNF444(+)","CD14+Mono",0.360025181008363
"616","ZNF467(+)","CD14+Mono",1.96140409987501
"618","ZNF502(+)","CD14+Mono",1.29773170778335
"621","ZNF570(+)","CD14+Mono",1.6737423316474
"622","ZNF587(+)","CD14+Mono",1.17218687136198
"624","ZNF605(+)","CD14+Mono",1.96678979962883
"626","ZNF669(+)","CD14+Mono",0.986054811658314
"628","ZNF76(+)","CD14+Mono",0.627635426414825
"629","ZNF765(+)","CD14+Mono",1.65597964020597
"630","ZNF784(+)","CD14+Mono",1.97734077142969
"633","ZNF808(+)","CD14+Mono",0.758182061120837
"634","ZXDA(+)","CD14+Mono",0.341619266896966
"635","ADNP2(+)","NK",0.545619334120141
"637","ARID5B(+)","NK",0.319246493954928
"639","ARNTL(+)","NK",0.342910288310461
"640","ARNTL2(+)","NK",0.0140511411319996
"641","ASCL2(+)","NK",1.70047144618615
"642","ATF1(+)","NK",0.258953420072456
"643","ATF2(+)","NK",0.3329533301018
"648","ATF6B(+)","NK",0.829468539608691
"652","BATF(+)","NK",0.369504534454806
"656","BCL11B(+)","NK",0.846938043270939
"659","BCLAF1(+)","NK",0.373575073483257
"660","BDP1(+)","NK",0.663065452280717
"661","BHLHE40(+)","NK",0.901412077925323
"662","BPTF(+)","NK",0.00746613782029128
"663","BRCA1(+)","NK",0.644160187573465
"664","BRF1(+)","NK",0.461916957363528
"665","BRF2(+)","NK",0.651024942617936
"672","CEBPZ(+)","NK",0.596208536272772
"673","CHD2(+)","NK",0.185699636711218
"677","CREB3(+)","NK",0.583280064915434
"680","CREM(+)","NK",0.867821900304951
"681","CTCF(+)","NK",1.26092274969262
"684","E2F1(+)","NK",0.365725816732309
"687","E2F4(+)","NK",0.638922074465187
"693","ELF1(+)","NK",0.151304941839003
"694","ELF2(+)","NK",0.0394791850152738
"697","ELK1(+)","NK",0.412268844329321
"700","EOMES(+)","NK",1.50110569678634
"704","ETS1(+)","NK",0.767547183112864
"706","ETV2(+)","NK",0.325845632464937
"710","EZH2(+)","NK",0.756828657466055
"715","FOSL2(+)","NK",0.00259929328655169
"718","FOXJ3(+)","NK",0.0520686727303965
"719","FOXK1(+)","NK",0.140640457179558
"721","FOXN2(+)","NK",0.311995817879666
"724","FOXO4(+)","NK",0.512951705492786
"725","FOXP1(+)","NK",0.0447998231169967
"726","FOXP3(+)","NK",0.391660851213452
"728","GABPA(+)","NK",0.512952131798005
"729","GABPB1(+)","NK",0.152059156964001
"732","GATA3(+)","NK",0.375201794803808
"733","GSC(+)","NK",1.3105160364823
"736","GTF3C2(+)","NK",1.09265285880785
"738","HDAC2(+)","NK",0.143531903685895
"740","HES6(+)","NK",1.61561178168622
"742","HLTF(+)","NK",0.544275807041502
"743","HOXA10(+)","NK",1.31707541720672
"744","HOXA5(+)","NK",0.0578947073494806
"745","HOXB7(+)","NK",1.02103348461118
"746","IKZF1(+)","NK",0.601071055586885
"750","IRF3(+)","NK",1.04628092979885
"751","IRF4(+)","NK",0.0454603335497818
"755","IRF9(+)","NK",0.573257841972997
"760","KDM5A(+)","NK",1.08596500498065
"761","KDM5B(+)","NK",0.362765429346873
"765","KLF12(+)","NK",0.666376154173019
"766","KLF13(+)","NK",0.0206650026778407
"768","KLF2(+)","NK",0.349977808430836
"769","KLF3(+)","NK",0.0265248356048267
"772","KLF7(+)","NK",0.0592516671782793
"774","LEF1(+)","NK",0.308586591020579
"776","MAFF(+)","NK",1.02424287794429
"780","MAZ(+)","NK",0.822558538362538
"783","MEF2D(+)","NK",1.07397966893738
"784","MGA(+)","NK",1.44093724317489
"788","MNT(+)","NK",1.12063038593239
"789","MTA3(+)","NK",0.0664585480021609
"792","MYBL1(+)","NK",1.30390951550078
"793","MYBL2(+)","NK",0.155602368602572
"795","MYCL(+)","NK",0.408226546094058
"796","MYEF2(+)","NK",1.1642662461121
"798","NF1(+)","NK",0.484301720797157
"799","NFATC1(+)","NK",0.912991148857716
"800","NFATC2(+)","NK",1.40605894609407
"802","NFE2L1(+)","NK",0.0877320875931577
"804","NFE2L3(+)","NK",0.307638054489843
"810","NFYA(+)","NK",0.0130109986954084
"812","NKX3-1(+)","NK",0.248342679628164
"816","NR2C1(+)","NK",0.0696337689628327
"817","NR2C2(+)","NK",0.696815524565923
"822","PAX8(+)","NK",1.05981506734036
"825","PHF2(+)","NK",0.487106796988622
"828","PLAG1(+)","NK",0.0990300052211488
"829","PLAGL1(+)","NK",0.369697840889708
"834","POLR2A(+)","NK",0.675846012869135
"837","PPARD(+)","NK",0.716891108872007
"838","PRDM1(+)","NK",1.256013497056
"841","RARG(+)","NK",0.284653914628946
"845","RELA(+)","NK",0.263572239039548
"847","REST(+)","NK",0.557774062156746
"848","RFX1(+)","NK",0.0548540182581116
"849","RFX2(+)","NK",0.643203233369655
"852","RFXANK(+)","NK",0.603975637888336
"853","RFXAP(+)","NK",0.323067252237631
"855","RUNX3(+)","NK",1.50326558861228
"857","RXRB(+)","NK",1.01208145009403
"860","SIN3A(+)","NK",0.476193451747253
"862","SMARCA4(+)","NK",0.246383125551191
"865","SMC3(+)","NK",0.847773724667349
"868","SOX15(+)","NK",0.556979800464856
"874","SP4(+)","NK",0.658075397214562
"885","SUPT20H(+)","NK",0.271650624316314
"890","TBPL1(+)","NK",0.670095524868374
"891","TBX21(+)","NK",1.22029697972474
"900","THAP1(+)","NK",1.02550018577541
"901","THAP11(+)","NK",0.232376782143673
"902","THRA(+)","NK",0.0585286722443789
"905","UBTF(+)","NK",0.555023153255776
"908","USP39(+)","NK",1.27526370684789
"910","WRNIP1(+)","NK",0.162508048251665
"912","XRCC4(+)","NK",0.00912347982445846
"924","ZNF266(+)","NK",0.603154905033015
"925","ZNF274(+)","NK",0.30236142875011
"931","ZNF444(+)","NK",0.491031334303937
"932","ZNF45(+)","NK",0.86515753310841
"934","ZNF493(+)","NK",0.0932611919102352
"937","ZNF568(+)","NK",0.70370943248346
"938","ZNF570(+)","NK",0.475730078904322
"940","ZNF600(+)","NK",0.434565213646522
"942","ZNF614(+)","NK",0.457315520005846
"943","ZNF669(+)","NK",0.0731496063350064
"945","ZNF76(+)","NK",0.269415737691931
"948","ZNF791(+)","NK",0.420356391112543
"949","ZNF8(+)","NK",0.764072432193182
"950","ZNF808(+)","NK",0.270148573052383
"952","ADNP2(+)","CD4+T",0.138324422046298
"954","ARID5B(+)","CD4+T",0.880339948602724
"956","ARNTL(+)","CD4+T",0.0949286147671652
"957","ARNTL2(+)","CD4+T",0.130243651656015
"968","BACH2(+)","CD4+T",0.965396830883607
"969","BATF(+)","CD4+T",0.324796633569909
"972","BCL11A(+)","CD4+T",0.131565189402287
"973","BCL11B(+)","CD4+T",2.37011305794011
"977","BDP1(+)","CD4+T",1.06601066648876
"980","BRCA1(+)","CD4+T",1.76674800796689
"982","BRF2(+)","CD4+T",0.931378551604665
"989","CEBPZ(+)","CD4+T",1.05131260329308
"990","CHD2(+)","CD4+T",0.350683228882811
"994","CREB3(+)","CD4+T",1.32045489175532
"997","CREM(+)","CD4+T",0.390483974941272
"1001","E2F1(+)","CD4+T",0.219744282226866
"1004","E2F4(+)","CD4+T",0.206342687028266
"1010","ELF1(+)","CD4+T",0.203542165373776
"1021","ETS1(+)","CD4+T",0.897990150365337
"1036","FOXK1(+)","CD4+T",1.18357055116697
"1038","FOXN2(+)","CD4+T",0.0752436130354523
"1042","FOXP1(+)","CD4+T",1.26006863810781
"1043","FOXP3(+)","CD4+T",1.88064955467578
"1045","GABPA(+)","CD4+T",0.394603992193418
"1046","GABPB1(+)","CD4+T",0.330757290850433
"1049","GATA3(+)","CD4+T",0.678789163923294
"1051","GTF2B(+)","CD4+T",0.0185440555178804
"1055","HDAC2(+)","CD4+T",0.082811718551387
"1058","HIVEP2(+)","CD4+T",1.77740917984055
"1059","HLTF(+)","CD4+T",0.188336979071888
"1060","HOXA10(+)","CD4+T",0.690821343220242
"1062","HOXB7(+)","CD4+T",0.58755416489766
"1063","IKZF1(+)","CD4+T",0.461582563800362
"1068","IRF4(+)","CD4+T",0.161767697490648
"1074","JUN(+)","CD4+T",0.474656488140891
"1077","KDM5A(+)","CD4+T",0.39549401103176
"1078","KDM5B(+)","CD4+T",0.0800114115490712
"1082","KLF12(+)","CD4+T",0.251995520614457
"1091","LEF1(+)","CD4+T",2.22244940680813
"1093","MAFF(+)","CD4+T",0.0172445933353225
"1097","MAZ(+)","CD4+T",0.797075141218019
"1101","MGA(+)","CD4+T",0.250290124748537
"1106","MTA3(+)","CD4+T",0.145280036563893
"1108","MYB(+)","CD4+T",0.677142316079502
"1109","MYBL1(+)","CD4+T",0.423180590789533
"1110","MYBL2(+)","CD4+T",0.709633751710364
"1111","MYC(+)","CD4+T",0.925449112743962
"1112","MYCL(+)","CD4+T",1.00025653026476
"1113","MYEF2(+)","CD4+T",0.360882047873581
"1115","NF1(+)","CD4+T",0.381489674345343
"1116","NFATC1(+)","CD4+T",0.0925826217519022
"1117","NFATC2(+)","CD4+T",0.035466595768815
"1119","NFE2L1(+)","CD4+T",0.0985861767381737
"1121","NFE2L3(+)","CD4+T",0.383836681096593
