"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"NAIP",0,0.902017602139916,0.269,0.05,0,"1","NAIP"
"DUSP1",0,0.897708912376725,0.926,0.441,0,"1","DUSP1"
"TYROBP",0,0.897000650254359,0.859,0.371,0,"1","TYROBP"
"MS4A7",0,0.894062265844532,0.312,0.058,0,"1","MS4A7"
"CALM2",0,0.890507456609042,0.726,0.342,0,"1","CALM2"
"GNS",0,0.882573354268292,0.268,0.052,0,"1","GNS"
"GPCPD1",0,0.876341168972168,0.363,0.093,0,"1","GPCPD1"
"LGALS3",0,0.876030741916847,0.362,0.077,0,"1","LGALS3"
"CLEC4A",0,0.875593952102862,0.263,0.043,0,"1","CLEC4A"
"SPG21",0,0.875520816572761,0.316,0.078,0,"1","SPG21"
"FGR",0,0.875433315189376,0.564,0.186,0,"1","FGR"
"CD4",0,0.874438612689227,0.257,0.051,0,"1","CD4"
"NFKBIZ",0,0.872096359647331,0.425,0.136,0,"1","NFKBIZ"
"LENG8",0,0.869638586117366,0.45,0.152,0,"1","LENG8"
"CTSZ",0,0.869106614224669,0.411,0.104,0,"1","CTSZ"
"S100A10",0,0.865321909525032,0.761,0.378,0,"1","S100A10"
"MEGF9",0,0.862580176916481,0.405,0.089,0,"1","MEGF9"
"AP2S1",0,0.861971571790339,0.451,0.145,0,"1","AP2S1"
"C1orf162",0,0.856620110695407,0.479,0.149,0,"1","C1orf162"
"FES",0,0.85407207271322,0.263,0.049,0,"1","FES"
"AIF1",0,0.851644862743269,0.673,0.181,0,"1","AIF1"
"TMEM167A",0,0.850890314003076,0.318,0.079,0,"1","TMEM167A"
"NOTCH2",0,0.850547811137236,0.344,0.083,0,"1","NOTCH2"
"ATP6V0C",0,0.846678211191128,0.688,0.29,0,"1","ATP6V0C"
"SERPINA1",0,0.845600069365834,0.709,0.203,0,"1","SERPINA1"
"FBXL5",0,0.845314037795404,0.438,0.126,0,"1","FBXL5"
"GLIPR1",0,0.841958795138464,0.46,0.145,0,"1","GLIPR1"
"VSIR",0,0.836375478001198,0.619,0.215,0,"1","VSIR"
"ITGAM",0,0.832153247872253,0.376,0.102,0,"1","ITGAM"
"MFSD1",0,0.831794635680714,0.252,0.048,0,"1","MFSD1"
"FOSB",0,0.827432716426759,0.345,0.096,0,"1","FOSB"
"CASP1",0,0.822261941959533,0.432,0.136,0,"1","CASP1"
"SH3BP2",0,0.821892272470728,0.389,0.122,0,"1","SH3BP2"
"LGALS9",0,0.818375962061153,0.298,0.073,0,"1","LGALS9"
"FTL",0,0.817232795563104,0.993,0.874,0,"1","FTL"
"CCNY",0,0.815747898204477,0.312,0.076,0,"1","CCNY"
"HLA-DMB",0,0.81378726317137,0.301,0.074,0,"1","HLA-DMB"
"TNFAIP2",0,0.811513407771061,0.445,0.104,0,"1","TNFAIP2"
"PCBP2",0,0.807693815487414,0.754,0.395,0,"1","PCBP2"
"LAPTM4A",0,0.800177438190529,0.461,0.157,0,"1","LAPTM4A"
"CDC42EP3",0,0.799881075674387,0.347,0.106,0,"1","CDC42EP3"
"YWHAE",0,0.79876006323562,0.374,0.118,0,"1","YWHAE"
"IFNGR2",0,0.797559980718035,0.358,0.091,0,"1","IFNGR2"
"MARCKS",0,0.787932508546402,0.399,0.109,0,"1","MARCKS"
"USP3",0,0.78767938411425,0.332,0.092,0,"1","USP3"
"PPT1",0,0.786746925646374,0.379,0.098,0,"1","PPT1"
"HLA-DMA",0,0.778024714486727,0.397,0.128,0,"1","HLA-DMA"
"HLA-DRB1",0,0.77456142197386,0.77,0.346,0,"1","HLA-DRB1"
"ANXA1",0,0.765395035404536,0.73,0.347,0,"1","ANXA1"
"BNIP3L",0,0.764828996160714,0.329,0.092,0,"1","BNIP3L"
"CANX",0,0.763196272347046,0.384,0.126,0,"1","CANX"
"NEAT1",0,0.758074805055799,0.995,0.668,0,"1","NEAT1"
"BACH1",0,0.755867107585146,0.276,0.064,0,"1","BACH1"
"RBM47",0,0.75516574359236,0.256,0.047,0,"1","RBM47"
"UBE2D1",0,0.754638049028794,0.369,0.096,0,"1","UBE2D1"
"IL17RA",0,0.752068649504856,0.368,0.09,0,"1","IL17RA"
"MT-ND2",0,0.746115882636996,0.982,0.808,0,"1","MT-ND2"
"SEC11A",0,0.744598003760924,0.483,0.192,0,"1","SEC11A"
"EIF2S3",0,0.742397531859476,0.474,0.178,0,"1","EIF2S3"
"OGFRL1",0,0.737569136056637,0.377,0.094,0,"1","OGFRL1"
"RASSF2",0,0.731482837750544,0.354,0.087,0,"1","RASSF2"
"JAML",0,0.731420448102354,0.405,0.102,0,"1","JAML"
"MAN2B1",0,0.730240928657278,0.284,0.073,0,"1","MAN2B1"
"ACTB",0,0.729251784200932,0.998,0.941,0,"1","ACTB"
"MCL1",0,0.721911540145396,0.737,0.294,0,"1","MCL1"
"EIF4A1",0,0.715761826322137,0.704,0.352,0,"1","EIF4A1"
"WSB1",0,0.714644583994098,0.467,0.177,0,"1","WSB1"
"EVI2A",0,0.707889623139381,0.314,0.084,0,"1","EVI2A"
"CNPY3",0,0.703283245597062,0.442,0.152,0,"1","CNPY3"
"CMIP",0,0.70012555215422,0.328,0.096,0,"1","CMIP"
"S100A6",0,0.692605252074305,0.933,0.661,0,"1","S100A6"
"CAST",0,0.691315406052771,0.498,0.199,0,"1","CAST"
"SKAP2",0,0.687095392854318,0.339,0.105,0,"1","SKAP2"
"CD55",0,0.684153299026719,0.406,0.142,0,"1","CD55"
"KLF6",0,0.67747832950143,0.695,0.351,0,"1","KLF6"
"TRAPPC5",0,0.677439227485122,0.488,0.185,0,"1","TRAPPC5"
"STK17B",0,0.671916486738374,0.571,0.254,0,"1","STK17B"
"GNAQ",0,0.669969259076138,0.284,0.069,0,"1","GNAQ"
"TET2",0,0.668892511728121,0.271,0.069,0,"1","TET2"
"AGTRAP",0,0.667726630932584,0.328,0.098,0,"1","AGTRAP"
"LRRK2",0,0.667514828667985,0.42,0.11,0,"1","LRRK2"
"NCF2",0,0.665814761936599,0.517,0.14,0,"1","NCF2"
"SDCBP",0,0.661311143653381,0.707,0.257,0,"1","SDCBP"
"CTSH",0,0.660918729000292,0.26,0.06,0,"1","CTSH"
"RXRA",0,0.659764342565971,0.282,0.067,0,"1","RXRA"
"ZNF106",0,0.655779765874486,0.271,0.072,0,"1","ZNF106"
"EHBP1L1",0,0.651076368665207,0.356,0.116,0,"1","EHBP1L1"
"ANXA2",0,0.650968706827565,0.468,0.17,0,"1","ANXA2"
"GCA",0,0.649917756230731,0.53,0.156,0,"1","GCA"
"PECAM1",0,0.64978903168077,0.35,0.094,0,"1","PECAM1"
"MT-ND1",0,0.643794133467814,0.994,0.907,0,"1","MT-ND1"
"CMTM6",0,0.633458559408287,0.51,0.194,0,"1","CMTM6"
"RTN3",0,0.630445582230837,0.38,0.108,0,"1","RTN3"
"IFNGR1",0,0.630158118717575,0.326,0.101,0,"1","IFNGR1"
"NUP214",0,0.621777744185329,0.302,0.076,0,"1","NUP214"
"TNFRSF1B",0,0.598732040430616,0.487,0.189,0,"1","TNFRSF1B"
"SAT1",0,0.596362969873313,0.904,0.444,0,"1","SAT1"
"IGSF6",0,0.580252656806549,0.253,0.058,0,"1","IGSF6"
"ARRB2",0,0.575930972311843,0.473,0.183,0,"1","ARRB2"
"ZFP36",0,0.574993489618701,0.785,0.399,0,"1","ZFP36"
"SPI1",0,0.572028950769661,0.519,0.163,0,"1","SPI1"
"ATP6V0B",0,0.567043978963717,0.552,0.232,0,"1","ATP6V0B"
"PICALM",0,0.555972572080348,0.336,0.104,0,"1","PICALM"
"HCK",0,0.545605932910425,0.362,0.102,0,"1","HCK"
"LILRB3",0,0.54162903801436,0.334,0.088,0,"1","LILRB3"
"RAC1",0,0.534635591500087,0.607,0.269,0,"1","RAC1"
"RAB11FIP1",0,0.517320765801248,0.4,0.137,0,"1","RAB11FIP1"
"FTH1",0,0.508313687890928,0.996,0.869,0,"1","FTH1"
"RGS2",0,0.506980807872602,0.566,0.197,0,"1","RGS2"
"S100A11",0,0.503772478326431,0.819,0.403,0,"1","S100A11"
"LST1",0,0.479734575876545,0.748,0.246,0,"1","LST1"
"NCF1",0,0.459376002185394,0.684,0.259,0,"1","NCF1"
"CEBPB",0,0.429110340364504,0.635,0.274,0,"1","CEBPB"
"FAM91A1",4.68508751531754e-307,0.703194271166727,0.251,0.065,1.07827289165033e-302,"1","FAM91A1"
"ATP6AP2",4.87248843593327e-307,0.680777931387397,0.385,0.136,1.12140321353004e-302,"1","ATP6AP2"
"LRRFIP1",5.26538278052408e-304,0.604138368497385,0.661,0.317,1.21182784693762e-299,"1","LRRFIP1"
"FAM120A",8.67976110272071e-304,0.632656931745694,0.345,0.113,1.99764701779117e-299,"1","FAM120A"
"LAMP2",3.77323336928952e-303,0.522206523389029,0.33,0.103,8.68409659941984e-299,"1","LAMP2"
"C4orf48",2.03826258112878e-302,0.666079190211464,0.321,0.102,4.69106133046788e-298,"1","C4orf48"
"BNIP2",5.53867076112833e-301,0.669770969829527,0.345,0.114,1.27472507567369e-296,"1","BNIP2"
"C5AR1",9.62191690582789e-301,0.378525898456858,0.348,0.11,2.21448417587629e-296,"1","C5AR1"
"NUMB",2.23641909217265e-298,0.560203953462212,0.313,0.096,5.14711854063536e-294,"1","NUMB"
"EVI2B",3.10952571125948e-298,0.400643333766512,0.618,0.276,7.15657342446369e-294,"1","EVI2B"
"SYK",3.9421573411998e-298,0.589522652736629,0.256,0.068,9.07287512077134e-294,"1","SYK"
"WARS",6.99572915664622e-298,0.609021509774103,0.268,0.074,1.61006706540213e-293,"1","WARS"
"ARHGAP26",7.0742781582721e-298,0.599418454999802,0.285,0.082,1.62814511812632e-293,"1","ARHGAP26"
"ZYX",1.02492678945083e-297,0.518078322857483,0.446,0.17,2.35886900592108e-293,"1","ZYX"
"PKM",1.31932255498683e-296,0.597751811020512,0.422,0.162,3.0364208603022e-292,"1","PKM"
"NORAD",1.37384585636819e-296,0.708965318848814,0.288,0.086,3.16190623843139e-292,"1","NORAD"
"HIPK3",1.24821753564421e-292,0.614689106799645,0.28,0.081,2.87277265828514e-288,"1","HIPK3"
"TALDO1",1.3874263914582e-291,0.386851183467907,0.467,0.181,3.19316183994105e-287,"1","TALDO1"
"MEF2C",2.16147204911817e-291,0.635523841965774,0.277,0.08,4.97462792104548e-287,"1","MEF2C"
"LAMTOR1",9.07832095660888e-290,0.610339767346727,0.396,0.147,2.08937556816353e-285,"1","LAMTOR1"
"MOB1A",1.84949939567068e-289,0.607818538351317,0.476,0.194,4.25662285913607e-285,"1","MOB1A"
"ATP6V0D1",9.31322550778405e-289,0.526332330692213,0.38,0.135,2.1434388506165e-284,"1","ATP6V0D1"
"JARID2",4.70075655667177e-287,0.629271636095523,0.263,0.074,1.08187912151801e-282,"1","JARID2"
"STAT2",5.54272985985804e-287,0.629203436536592,0.261,0.073,1.27565927724633e-282,"1","STAT2"
"CELF1",6.23853274773775e-286,0.70532413275056,0.384,0.142,1.43579831189184e-281,"1","CELF1"
"PLEC",2.81539226776958e-285,0.667911207633282,0.259,0.073,6.47962530427169e-281,"1","PLEC"
"DAZAP2",1.81566834356678e-284,0.540544149318038,0.713,0.359,4.17876069271896e-280,"1","DAZAP2"
"OAZ1",2.17417339900064e-284,0.482751099773458,0.888,0.593,5.00386007779998e-280,"1","OAZ1"
"CAPZA2",2.68974853972288e-284,0.558117470089539,0.388,0.141,6.19045626417222e-280,"1","CAPZA2"
"ADPGK",7.60723954607247e-284,0.710061800155012,0.272,0.08,1.75080618152858e-279,"1","ADPGK"
"PGAM1",3.03860917701459e-282,0.628474007886563,0.392,0.147,6.99335902089908e-278,"1","PGAM1"
"CCDC69",4.17562093679707e-280,0.652565305259485,0.32,0.106,9.61019158603847e-276,"1","CCDC69"
"LYN",4.15588757784162e-279,0.357739541827045,0.48,0.189,9.5647752604025e-275,"1","LYN"
"LRRC25",8.07084931617083e-278,0.507037452925978,0.251,0.068,1.85750597011672e-273,"1","LRRC25"
"LYST",7.65122409830044e-277,0.471205609764147,0.383,0.138,1.76092922622385e-272,"1","LYST"
"SERP1",1.49594409063797e-275,0.61778327646311,0.576,0.268,3.44291532460329e-271,"1","SERP1"
"NFKBIA",1.29312881170557e-271,0.565263553002677,0.668,0.338,2.97613596014036e-267,"1","NFKBIA"
"NCOA4",2.75548171600669e-271,0.314532047724418,0.383,0.138,6.34174116938939e-267,"1","NCOA4"
"BCL6",8.94663333947505e-271,0.438717423154874,0.254,0.07,2.05906766308018e-266,"1","BCL6"
"TGOLN2",4.47173877546368e-268,0.595093747112954,0.394,0.151,1.02917067917297e-263,"1","TGOLN2"
"ACTR2",1.20858619572106e-267,0.515708820014115,0.6,0.28,2.78156112945202e-263,"1","ACTR2"
"HSD17B11",8.37140570724736e-267,0.553267875545346,0.369,0.136,1.92667902352298e-262,"1","HSD17B11"
"RNF149",1.54119847049155e-265,0.298821990378154,0.564,0.246,3.54706827983631e-261,"1","RNF149"
"GSTP1",1.47452838281289e-264,0.549974245919309,0.58,0.275,3.39362707304386e-260,"1","GSTP1"
"PCBP1",3.18744585511847e-264,0.546610084174159,0.701,0.368,7.33590663555515e-260,"1","PCBP1"
"GAPDH",6.87558553470536e-264,0.5892772228712,0.836,0.562,1.58241601081244e-259,"1","GAPDH"
"SNX10",5.89953727544913e-263,0.508533419824319,0.289,0.091,1.35777850394462e-258,"1","SNX10"
"PGLS",3.89101288889164e-262,0.608572532003347,0.364,0.136,8.9551661637841e-258,"1","PGLS"
"AKIRIN2",2.26828881893813e-261,0.59993519575808,0.279,0.088,5.2204667167861e-257,"1","AKIRIN2"
"TM9SF2",2.77641844514673e-261,0.583824228844066,0.289,0.093,6.38992705150521e-257,"1","TM9SF2"
"FOSL2",6.27228144516698e-261,0.589305227692016,0.305,0.101,1.44356557460518e-256,"1","FOSL2"
"TIMP1",1.65329877361142e-260,0.464364027522256,0.33,0.114,3.80506712746668e-256,"1","TIMP1"
"TMEM123",5.87675842883988e-259,0.560490236908499,0.393,0.152,1.3525359523975e-254,"1","TMEM123"
"ARPC5",5.95912265160518e-257,0.465653342785947,0.587,0.276,1.37149207826693e-252,"1","ARPC5"
"GDI2",4.9917629337719e-255,0.56111366061807,0.428,0.177,1.1488542392076e-250,"1","GDI2"
"HACD4",2.35349538400238e-254,0.568131255875817,0.255,0.076,5.41656962628148e-250,"1","HACD4"
"ACAP2",5.84399370470432e-253,0.481455721244456,0.364,0.135,1.3449951511377e-248,"1","ACAP2"
"EIF4G2",6.62698569028899e-253,0.593086663909207,0.507,0.229,1.52520075662001e-248,"1","EIF4G2"
"CLTC",2.35167062784451e-252,0.551516914953749,0.255,0.077,5.41236994998414e-248,"1","CLTC"
"GSTO1",3.0021765110773e-252,0.494226231529731,0.293,0.097,6.90950924024441e-248,"1","GSTO1"
"CPPED1",2.45113641948045e-251,0.327688967674206,0.294,0.094,5.64129046943427e-247,"1","CPPED1"
"NDUFB1",7.32518321683117e-251,0.556606922802826,0.509,0.229,1.68589091735369e-246,"1","NDUFB1"
"LCP1",7.62929258010586e-251,0.421830499061068,0.711,0.369,1.75588168731136e-246,"1","LCP1"
"PABPC1",1.77981460969555e-250,0.564484974365844,0.848,0.545,4.09624332421431e-246,"1","PABPC1"
"AOAH",2.35816267006223e-250,0.531741124144802,0.255,0.077,5.42731138514823e-246,"1","AOAH"
"ATP2B1",2.36170558763633e-250,0.61456111769546,0.302,0.103,5.43546540994501e-246,"1","ATP2B1"
"GLUL",1.49919963511077e-249,0.363741108272245,0.403,0.156,3.45040796020745e-245,"1","GLUL"
"TCIRG1",5.88373285600739e-247,0.494174082772231,0.418,0.169,1.3541411168101e-242,"1","TCIRG1"
"IQGAP1",1.88272027061946e-246,0.456698153088349,0.593,0.281,4.33308070283069e-242,"1","IQGAP1"
"RNASEK",1.32161762965651e-245,0.54474162204164,0.743,0.422,3.04170297465447e-241,"1","RNASEK"
"PGK1",2.32815099058318e-245,0.508348098064154,0.515,0.235,5.35823950482718e-241,"1","PGK1"
"SLC2A3",1.30567141948924e-241,0.454901633204531,0.391,0.153,3.00500277195449e-237,"1","SLC2A3"
"GRB2",5.17466066439808e-240,0.457612687099274,0.407,0.163,1.19094815191122e-235,"1","GRB2"
"CCNL1",7.46656834803065e-237,0.471799168858235,0.548,0.256,1.71843070529925e-232,"1","CCNL1"
"PYCARD",9.82241411116324e-237,0.471467075362911,0.365,0.141,2.26062860768422e-232,"1","PYCARD"
"SLC6A6",1.06722994413963e-236,0.430214729472765,0.276,0.089,2.45622971643737e-232,"1","SLC6A6"
"USP15",3.96396069864232e-236,0.429816781920667,0.403,0.162,9.12305554792529e-232,"1","USP15"
"MT-CO1",7.50502937562253e-236,0.456084775175674,0.999,0.917,1.72728251079953e-231,"1","MT-CO1"
"ZFP36L1",4.66889991169304e-235,0.396522456685481,0.578,0.284,1.07454731467615e-230,"1","ZFP36L1"
"RTN4",4.79601360982873e-233,0.47525804171596,0.401,0.164,1.10380253230208e-228,"1","RTN4"
"PRKCB",2.3389509738115e-231,0.514498904925953,0.517,0.238,5.38309566622718e-227,"1","PRKCB"
"DDX3X",9.04297476305798e-231,0.50239227364708,0.535,0.252,2.08124064171779e-226,"1","DDX3X"
"GLRX",8.80566543942587e-230,0.469529709477808,0.349,0.134,2.02662390088386e-225,"1","GLRX"
"CAPNS1",3.62056108224746e-228,0.514412356144871,0.44,0.192,8.33272133079254e-224,"1","CAPNS1"
"VAPA",1.31060346580361e-226,0.57005212564067,0.436,0.192,3.016353876547e-222,"1","VAPA"
"XRN2",1.36695430596464e-226,0.524898437989423,0.27,0.091,3.14604533517761e-222,"1","XRN2"
"ATP5MPL",1.43400246939011e-224,0.522621998970269,0.533,0.26,3.30035668330133e-220,"1","ATP5MPL"
"MGAT1",1.47474547620064e-224,0.509591571080056,0.27,0.092,3.39412671347577e-220,"1","MGAT1"
"MTDH",2.42135370036185e-219,0.53111384356223,0.369,0.151,5.5727455413828e-215,"1","MTDH"
"EIF3A",9.08385100584543e-217,0.520997347807235,0.352,0.141,2.09064830899533e-212,"1","EIF3A"
"TMEM165",1.45711818564808e-216,0.547408120904955,0.258,0.087,3.35355750426906e-212,"1","TMEM165"
"ATP6AP1",1.7245693558396e-214,0.490678753707749,0.254,0.085,3.96909637246485e-210,"1","ATP6AP1"
"RHOA",3.33504855155061e-214,0.480814742068255,0.69,0.378,7.67561424139373e-210,"1","RHOA"
"TNFSF10",2.18259958777128e-213,0.451740485549282,0.266,0.09,5.0232529512556e-209,"1","TNFSF10"
"PTP4A2",3.88857841740237e-212,0.542824570908596,0.63,0.334,8.94956322765156e-208,"1","PTP4A2"
"ADAM10",2.30875171277476e-207,0.466965284733853,0.287,0.104,5.3135920669511e-203,"1","ADAM10"
"CXCL8",7.38334980937985e-207,0.381724041812233,0.373,0.159,1.69927795862877e-202,"1","CXCL8"
"ADAM17",2.91130646285829e-206,0.511178187494701,0.27,0.096,6.70037182426836e-202,"1","ADAM17"
"MKRN1",3.80732018962323e-206,0.49516850547097,0.269,0.095,8.76254741641787e-202,"1","MKRN1"
"UBE2R2",1.51294080356546e-205,0.421536894754556,0.31,0.118,3.48203325940591e-201,"1","UBE2R2"
"RAB5IF",9.4267212079561e-204,0.422134689849873,0.373,0.156,2.1695598860111e-199,"1","RAB5IF"
"TMBIM4",2.38308714794632e-203,0.47340515713365,0.451,0.208,5.48467507099845e-199,"1","TMBIM4"
"SSR1",1.03110508903322e-202,0.530832124539001,0.298,0.113,2.37308836240996e-198,"1","SSR1"
"HNRNPD",3.80916672246487e-202,0.533495655516558,0.383,0.167,8.76679721175291e-198,"1","HNRNPD"
"RASSF3",2.85543027836718e-195,0.383690273779909,0.333,0.133,6.57177278566206e-191,"1","RASSF3"
"GNAI2",5.6039061194087e-195,0.428961896004173,0.679,0.375,1.28973899338191e-190,"1","GNAI2"
"NCKAP1L",1.61358263151185e-194,0.508306808316989,0.286,0.109,3.71366042642453e-190,"1","NCKAP1L"
"CLTA",1.07996198237263e-193,0.453106076712123,0.283,0.107,2.4855325024306e-189,"1","CLTA"
"TPI1",1.08856162291243e-189,0.42481055222481,0.458,0.218,2.50532457513296e-185,"1","TPI1"
"DOCK2",1.31068323409445e-189,0.474032792203395,0.273,0.102,3.01653746326838e-185,"1","DOCK2"
"ARPC1B",1.35852595104324e-188,0.395853362216092,0.656,0.359,3.12664747632603e-184,"1","ARPC1B"
"MED13L",1.38871071715521e-188,0.397147862841334,0.285,0.107,3.19611771553271e-184,"1","MED13L"
"RAP2B",1.73787002845106e-188,0.504033887468325,0.29,0.112,3.99970787048012e-184,"1","RAP2B"
"EP300",2.98656841326379e-187,0.460343273859963,0.268,0.099,6.8735872031266e-183,"1","EP300"
"SLC25A3",5.92452063064093e-187,0.469851704969439,0.528,0.272,1.36352842314201e-182,"1","SLC25A3"
"MTPN",2.35846440572931e-185,0.392800494249327,0.405,0.182,5.428005829786e-181,"1","MTPN"
"EIF4EBP2",1.86279034397366e-184,0.516866393842585,0.25,0.091,4.28721197665537e-180,"1","EIF4EBP2"
"TRIM38",1.14556844846251e-183,0.482910143624184,0.285,0.111,2.63652578413646e-179,"1","TRIM38"
"GLIPR2",4.43804480955111e-183,0.386940087655409,0.287,0.11,1.02141601291819e-178,"1","GLIPR2"
"HNRNPU",1.80908091964291e-181,0.437568480678181,0.534,0.275,4.16359973655816e-177,"1","HNRNPU"
"JUND",7.09142969829023e-181,0.478153844807711,0.793,0.489,1.6320925450615e-176,"1","JUND"
"HLA-DQB1",2.52979431455108e-180,0.288452253133489,0.416,0.188,5.82232161493931e-176,"1","HLA-DQB1"
"DDX21",7.64168054141435e-180,0.514008943390372,0.292,0.117,1.75873277660651e-175,"1","DDX21"
"RNH1",1.11904832844492e-179,0.40898057120473,0.321,0.134,2.57548972791599e-175,"1","RNH1"
"SFPQ",1.64849040084892e-178,0.468562108325824,0.418,0.198,3.79400065755379e-174,"1","SFPQ"
"RBMS1",1.50349675295607e-176,0.435394903027829,0.295,0.118,3.46029777692839e-172,"1","RBMS1"
"CDV3",4.76251993147336e-176,0.450508190415688,0.285,0.113,1.09609396222859e-171,"1","CDV3"
"SH3BGRL",1.16002352255857e-174,0.41355470210917,0.424,0.202,2.66979413716854e-170,"1","SH3BGRL"
"CSDE1",1.6081648888812e-174,0.429006219298128,0.429,0.205,3.70119149176008e-170,"1","CSDE1"
"PLP2",3.34061694975195e-174,0.396875370140357,0.265,0.101,7.68842990985411e-170,"1","PLP2"
"GNG5",7.44611034840476e-172,0.367735330853488,0.419,0.198,1.71372229668535e-167,"1","GNG5"
"IL10RA",2.44784794994819e-170,0.450535917069984,0.305,0.127,5.63372205680576e-166,"1","IL10RA"
"EIF4B",7.23577475148106e-169,0.464913260917565,0.448,0.222,1.66531355905337e-164,"1","EIF4B"
"NONO",7.11997972465264e-165,0.497582384179815,0.263,0.105,1.63866333362881e-160,"1","NONO"
"PPP1CB",4.82779657421335e-164,0.398822978845097,0.455,0.225,1.1111173815552e-159,"1","PPP1CB"
"WDR26",9.11109247356402e-164,0.404521456812301,0.253,0.097,2.09691793279076e-159,"1","WDR26"
"MSN",5.22576145013224e-163,0.338925107209526,0.595,0.32,1.20270899774793e-158,"1","MSN"
"PRKAR1A",3.69217079866217e-161,0.312929744984341,0.338,0.147,8.49753109312098e-157,"1","PRKAR1A"
"TMBIM6",1.94525701624175e-160,0.37581091275301,0.606,0.336,4.47700902288039e-156,"1","TMBIM6"
"PABPN1",1.43370502663269e-159,0.474589725652942,0.341,0.155,3.29967211879514e-155,"1","PABPN1"
"ATP5PB",4.33713955991043e-159,0.455695241928909,0.293,0.125,9.98192669713386e-155,"1","ATP5PB"
"DEK",2.14076532299996e-158,0.43460792463197,0.335,0.151,4.92697139088442e-154,"1","DEK"
"PAK2",2.81624497744402e-158,0.336569674623269,0.334,0.147,6.48158781558741e-154,"1","PAK2"
"ITGB2",6.17862878811216e-158,0.377678076140323,0.716,0.422,1.42201141558401e-153,"1","ITGB2"
"ENO1",2.20208968786522e-156,0.378485108793944,0.445,0.226,5.06810941662181e-152,"1","ENO1"
"ARID1A",2.76169160182066e-154,0.392683677231692,0.295,0.125,6.35603322159026e-150,"1","ARID1A"
"CTNNB1",1.07492666008097e-153,0.456531490727487,0.355,0.166,2.47394370817635e-149,"1","CTNNB1"
"CAPZA1",5.44794798559207e-153,0.313546956387615,0.446,0.221,1.25384522888402e-148,"1","CAPZA1"
"DDX17",8.64794250754418e-153,0.380509938038922,0.569,0.312,1.99032396811129e-148,"1","DDX17"
"UBE2D3",1.86264279468367e-152,0.325848069964583,0.596,0.325,4.28687239196447e-148,"1","UBE2D3"
"MYO9B",3.25191104518801e-152,0.341013873328,0.259,0.104,7.48427327050021e-148,"1","MYO9B"
"ZBTB7A",1.26589751295484e-151,0.382649442494234,0.382,0.183,2.91346312606557e-147,"1","ZBTB7A"
"VPS13C",1.48058468096478e-151,0.406951748927784,0.26,0.106,3.40756564324044e-147,"1","VPS13C"
"SNX2",8.12253063990822e-151,0.35654216678254,0.256,0.103,1.86940042677488e-146,"1","SNX2"
"STAT1",1.98807438903016e-150,0.362534873471135,0.287,0.122,4.5755532063529e-146,"1","STAT1"
"ENY2",2.47456356068872e-149,0.431601245608304,0.261,0.109,5.69520803492509e-145,"1","ENY2"
"ZNF207",6.57111959808793e-149,0.431349667300451,0.367,0.175,1.51234317549994e-144,"1","ZNF207"
"GRK2",7.90583618875353e-149,0.373345777820236,0.373,0.179,1.81952819884162e-144,"1","GRK2"
"EIF3E",4.04876549746032e-148,0.376642124601422,0.561,0.313,9.31823379240492e-144,"1","EIF3E"
"GPX4",6.25796845222816e-148,0.353422509466184,0.434,0.22,1.44027143928031e-143,"1","GPX4"
"PTK2B",7.24120423838935e-148,0.390075883748447,0.262,0.108,1.66656315546531e-143,"1","PTK2B"
"DOCK8",8.69478505559236e-147,0.309364545329574,0.337,0.154,2.00110478054458e-142,"1","DOCK8"
"SP3",7.97944697748614e-143,0.372666834370403,0.257,0.107,1.83646972186843e-138,"1","SP3"
"GTF2I",2.82529815295472e-141,0.310722472274478,0.289,0.125,6.5024236990253e-137,"1","GTF2I"
"MAP2K3",1.46806299047418e-140,0.330266666836552,0.251,0.103,3.37874697257633e-136,"1","MAP2K3"
"STMP1",2.01026586281579e-140,0.408598040040927,0.284,0.125,4.62662688327053e-136,"1","STMP1"
"ARHGDIA",1.48990804940196e-138,0.349053050040592,0.453,0.235,3.4290233756986e-134,"1","ARHGDIA"
"KLF13",1.04818163364024e-137,0.38681516294366,0.264,0.114,2.41239002982301e-133,"1","KLF13"
"RAB7A",1.74935386500504e-137,0.30808562698499,0.317,0.146,4.0261379203091e-133,"1","RAB7A"
"HNRNPK",1.78296118700187e-137,0.358344267715483,0.614,0.355,4.10348517188481e-133,"1","HNRNPK"
"BRK1",2.79379492590857e-137,0.343688170883094,0.395,0.2,6.42991902197859e-133,"1","BRK1"
"GNB1",4.50269846289157e-137,0.358036253475705,0.312,0.143,1.03629605123449e-132,"1","GNB1"
"SNX3",6.58043245044701e-136,0.300207678674082,0.416,0.213,1.51448652847038e-131,"1","SNX3"
"EIF3M",7.27831592729717e-136,0.368013907708618,0.317,0.148,1.67510441066744e-131,"1","EIF3M"
"HMGB2",9.54799091451935e-136,0.280691310891453,0.307,0.14,2.19747010897663e-131,"1","HMGB2"
