"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"ETS11",1.11760098724053e-178,1.13136644215127,0.369,0.184,2.57215867213408e-174,"2","ETS1"
"ID21",2.44329264866199e-173,1.15399039540002,0.399,0.215,5.62323803089557e-169,"2","ID2"
"TRBC11",2.24590577965362e-166,1.04004288047694,0.293,0.125,5.16895215187281e-162,"2","TRBC1"
"DUSP21",2.45874169850597e-165,1.38519151058829,0.282,0.124,5.65879401911149e-161,"2","DUSP2"
"MT-CO11",2.36461618893335e-157,0.44723647950584,0.999,0.921,5.44216415883011e-153,"2","MT-CO1"
"MT-ATP61",3.73157647565324e-157,0.383293351129317,0.997,0.943,8.58822325871592e-153,"2","MT-ATP6"
"TLE51",1.00980675825709e-148,0.911419325737892,0.493,0.325,2.32407025412869e-144,"2","TLE5"
"CALM11",4.99598969894738e-141,0.805919786484533,0.577,0.432,1.14982702921274e-136,"2","CALM1"
"EVL1",7.86663567968683e-141,1.0304089799219,0.391,0.227,1.81050620167992e-136,"2","EVL"
"HLA-B",1.35387250970154e-139,0.316540894573262,0.971,0.951,3.1159375810781e-135,"2","HLA-B"
"MYL12A1",3.89916515099615e-136,0.699907428312696,0.67,0.556,8.97392859501764e-132,"2","MYL12A"
"RAP1B1",3.00403448703839e-135,0.900645623433456,0.504,0.358,6.91378537191886e-131,"2","RAP1B"
"CD991",2.6125479826063e-131,0.922242208528842,0.448,0.292,6.0127791819684e-127,"2","CD99"
"PLAAT41",2.33029798010288e-128,1.01252189779094,0.308,0.16,5.36318080120679e-124,"2","PLAAT4"
"GNG2",1.1283922445461e-125,1.11460087115468,0.261,0.126,2.59699475082285e-121,"2","GNG2"
"PLAC8",2.62489217335393e-123,1.0484454546976,0.325,0.181,6.04118933697407e-119,"2","PLAC8"
"CD811",5.67556477441268e-117,0.96277681888412,0.326,0.182,1.30623123283108e-112,"2","CD81"
"SUN21",2.30034276832671e-113,0.978170038272286,0.316,0.177,5.29423888130393e-109,"2","SUN2"
"EFHD2",3.70292654171428e-112,0.756335909627908,0.516,0.371,8.52228543575542e-108,"2","EFHD2"
"CDC42SE11",5.82574602900618e-106,0.794978377788198,0.536,0.421,1.34079544857577e-101,"2","CDC42SE1"
"PCED1B-AS11",1.17898279732431e-104,0.849402642568503,0.327,0.185,2.7134289080419e-100,"2","PCED1B-AS1"
"ITGB21",1.87070077951026e-104,0.683278151623171,0.583,0.455,4.30541784404287e-100,"2","ITGB2"
"CFL11",7.87528350152186e-102,0.521421275678109,0.75,0.676,1.81249649787526e-97,"2","CFL1"
"PAXX1",7.59890624148046e-92,0.918211370997234,0.278,0.158,1.74888827147673e-87,"2","PAXX"
"DOK2",1.64379186310811e-81,0.912235339791612,0.25,0.142,3.78318697294332e-77,"2","DOK2"
"SEPTIN71",5.09224162152886e-77,0.814378246789686,0.401,0.293,1.17197940919487e-72,"2","SEPTIN7"
"CCND31",8.6837315671773e-77,0.853294543187309,0.332,0.222,1.99856082018585e-72,"2","CCND3"
"MT-CYB1",1.21241077134367e-76,0.34846230568696,0.984,0.928,2.79036339024746e-72,"2","MT-CYB"
"HLA-A1",8.0713251814114e-76,0.351892076505216,0.845,0.815,1.85761549050183e-71,"2","HLA-A"
"IL2RG1",1.20804505021022e-75,0.715291291631085,0.355,0.234,2.78031568305881e-71,"2","IL2RG"
"SERF2",1.3427561402218e-73,0.494695100274548,0.688,0.639,3.09035325672047e-69,"2","SERF2"
"IL321",1.23135462500701e-67,0.54718928217311,0.429,0.289,2.83396266945363e-63,"2","IL32"
"PRMT21",4.99891620513228e-66,0.843444407276228,0.273,0.172,1.15050056461119e-61,"2","PRMT2"
"BZW1",5.51981557480503e-64,0.975600690203073,0.291,0.197,1.27038555454138e-59,"2","BZW1"
"RPS26",2.70608182910412e-63,0.345821961577221,0.696,0.586,6.22804732968313e-59,"2","RPS26"
"MT-ND4",1.20003242302902e-61,0.267540065322811,0.989,0.942,2.76187462160129e-57,"2","MT-ND4"
"HLA-E",1.86383954088865e-61,0.295753784425698,0.786,0.75,4.28962670335523e-57,"2","HLA-E"
"AKNA1",6.65145269876628e-61,0.814429946819065,0.28,0.182,1.53083183862106e-56,"2","AKNA"
"JAK1",4.57967052226403e-60,0.804002826154123,0.33,0.233,1.05401117069907e-55,"2","JAK1"
"ATM1",5.09398029625485e-55,0.781324549323199,0.287,0.196,1.17237956518305e-50,"2","ATM"
"CIRBP",3.16201120946352e-54,0.656926919297017,0.45,0.372,7.27736879858028e-50,"2","CIRBP"
"CD63",1.27669029851553e-53,0.726764012464178,0.333,0.245,2.93830272203348e-49,"2","CD63"
"PCSK71",4.68493163916893e-51,0.789757791864875,0.29,0.204,1.07823701675473e-46,"2","PCSK7"
"ITGAL1",6.93948019554114e-51,0.705820161708949,0.257,0.169,1.59712136700379e-46,"2","ITGAL"
"TGFB1",7.86877735594112e-51,0.678007894288243,0.393,0.313,1.81099910846985e-46,"2","TGFB1"
"TMA71",4.20276238321428e-49,0.485857574511039,0.547,0.491,9.67265762496767e-45,"2","TMA7"
"ZFP36L21",8.37554301165189e-49,0.503944772762931,0.53,0.454,1.92763122413168e-44,"2","ZFP36L2"
"CALR1",1.61136555984737e-48,0.796782636301727,0.319,0.239,3.70855783598873e-44,"2","CALR"
"CD471",6.6868855934072e-44,0.776967376828891,0.307,0.231,1.53898671932267e-39,"2","CD47"
"CYBA1",6.34709001336929e-42,0.328696997537882,0.739,0.697,1.46078276657694e-37,"2","CYBA"
"TBC1D10C1",1.6381421573941e-39,0.633093578748353,0.262,0.183,3.77018417524253e-35,"2","TBC1D10C"
"BIN2",1.04940518265724e-37,0.648229047551648,0.253,0.178,2.41520602788563e-33,"2","BIN2"
"ARHGEF1",8.62739673702752e-35,0.704097491218552,0.265,0.198,1.98559535902688e-30,"2","ARHGEF1"
"HNRNPDL",1.25651912007386e-32,0.612524234373806,0.425,0.385,2.89187875484998e-28,"2","HNRNPDL"
"BTG1",2.81588513374587e-32,0.378204542446775,0.622,0.587,6.48075963531612e-28,"2","BTG1"
"DBI",3.03556081914211e-31,0.621379396529551,0.255,0.192,6.98634322525556e-27,"2","DBI"
"ALOX5AP",4.21748107944882e-29,0.344408241316795,0.282,0.207,9.70653270435146e-25,"2","ALOX5AP"
"NDUFB21",9.21344715877906e-29,0.640210531881514,0.254,0.196,2.120474863593e-24,"2","NDUFB2"
"RBM39",8.93008597849767e-28,0.590086829728861,0.358,0.31,2.05525928795124e-23,"2","RBM39"
"FLNA1",8.94147136531497e-26,0.459557855386785,0.39,0.34,2.05787963472724e-21,"2","FLNA"
"HNRNPH11",5.29980077771525e-25,0.416855518011902,0.5,0.482,1.21974914899117e-20,"2","HNRNPH1"
"RAC2",7.0557230622707e-24,0.431597829311781,0.385,0.338,1.6238746627816e-19,"2","RAC2"
"LY6E",5.65336131072268e-23,0.587081099761452,0.293,0.244,1.30112110566283e-18,"2","LY6E"
"PPIA1",7.93085443615693e-23,0.405779024501657,0.483,0.463,1.82528614848152e-18,"2","PPIA"
"GUK11",3.38444120022119e-22,0.575895439527674,0.297,0.251,7.78929142230908e-18,"2","GUK1"
"TCF25",5.24157212762971e-22,0.647815644141664,0.263,0.216,1.20634782517398e-17,"2","TCF25"
"PSME1",2.10818451348148e-20,0.453716493527969,0.397,0.363,4.85198665777763e-16,"2","PSME1"
"IER2",4.82883066039165e-20,0.367849472686908,0.447,0.408,1.11135537648914e-15,"2","IER2"
"ARPC2",1.5196339359235e-18,0.284314733609456,0.563,0.549,3.49743750352793e-14,"2","ARPC2"
"ANXA11",4.55189668378494e-18,0.358224317924347,0.451,0.407,1.0476190217731e-13,"2","ANXA1"
"ARF6",4.42880609083978e-16,0.508433687494044,0.327,0.299,1.01928972180677e-11,"2","ARF6"
"RNF2131",1.58860071158489e-15,0.423052743709629,0.317,0.281,3.65616453771261e-11,"2","RNF213"
"HLA-F1",1.20537116160737e-14,0.475845739400067,0.282,0.248,2.77416172843936e-10,"2","HLA-F"
"MYL12B1",1.59492049613489e-14,0.364896649766664,0.454,0.443,3.67070952185444e-10,"2","MYL12B"
"CDC42SE21",2.52312473021716e-14,0.418945475736289,0.315,0.282,5.80697156659478e-10,"2","CDC42SE2"
"SKP1",2.65913337256509e-14,0.46054286653225,0.372,0.356,6.11999545695856e-10,"2","SKP1"
"FUS",4.98050326675787e-14,0.480530519041995,0.296,0.266,1.14626282684432e-09,"2","FUS"
"POLR2L1",7.62461169469756e-14,0.463046072020366,0.258,0.225,1.75480438153464e-09,"2","POLR2L"
"EIF3G",8.76305642623752e-14,0.544080861145488,0.283,0.258,2.01681743649857e-09,"2","EIF3G"
"COX6C1",1.2161472373501e-13,0.444817654196942,0.317,0.29,2.79896286676126e-09,"2","COX6C"
"RPL36AL1",3.44145697407917e-13,0.365809542511006,0.392,0.371,7.9205132258432e-09,"2","RPL36AL"
"HSPA81",3.61583806590891e-13,0.384494944103914,0.363,0.339,8.32185130868935e-09,"2","HSPA8"
"LIMD2",5.54764004344121e-13,0.415231503100062,0.387,0.373,1.27678935599799e-08,"2","LIMD2"
"MIF1",1.4612105553255e-12,0.399733996931817,0.343,0.319,3.36297609308164e-08,"2","MIF"
"YWHAZ",8.55855373426928e-12,0.375455040965248,0.438,0.437,1.96975114194207e-07,"2","YWHAZ"
"HMGB1",1.01361557115281e-11,0.306055414818088,0.447,0.44,2.33283623700818e-07,"2","HMGB1"
"CDC42",1.2093967807742e-11,0.287507366870277,0.545,0.554,2.78342669095183e-07,"2","CDC42"
"FAM49B",1.65547898227989e-11,0.428015310831428,0.302,0.277,3.81008487771717e-07,"2","FAM49B"
"SSR41",1.91135963780131e-11,0.417054313507542,0.3,0.276,4.39899420639973e-07,"2","SSR4"
"PPDPF1",7.26018789721577e-11,0.422666998491301,0.294,0.27,1.67093224454421e-06,"2","PPDPF"
"SUB1",1.30706383426825e-09,0.389870407145116,0.381,0.378,3.00820741456838e-05,"2","SUB1"
"EDF11",8.80915065443348e-09,0.422043207220066,0.291,0.275,0.000202742602311787,"2","EDF1"
"PPP1CA",7.6921496536243e-08,0.359974341879809,0.261,0.242,0.00177034824278163,"2","PPP1CA"
"CLIC1",7.77330762382899e-07,0.320120513680218,0.361,0.36,0.0178902674962424,"2","CLIC1"
"CHCHD2",8.56059730522673e-07,0.313226437471414,0.366,0.367,0.0197022146979793,"2","CHCHD2"
"SRSF2",1.44438872703126e-06,0.446592124196415,0.255,0.245,0.0332426065526244,"2","SRSF2"
"SSR21",5.15638317950365e-06,0.392352537401393,0.252,0.239,0.118674158876277,"2","SSR2"
"SUMO2",1.51947658843663e-05,0.317385232212415,0.376,0.39,0.349707536828691,"2","SUMO2"
"VAMP2",3.18874295108792e-05,0.343455382487499,0.326,0.324,0.733889190192884,"2","VAMP2"
"SEC61G",0.000244218662063341,0.396996179538824,0.256,0.256,1,"2","SEC61G"
"SRP141",0.000520522675517535,0.256508350628731,0.415,0.437,1,"2","SRP14"
"COX8A",0.00961348788603209,0.307797916728132,0.259,0.266,1,"2","COX8A"
"IL7R1",0,2.50002655587018,0.621,0.074,0,"3","IL7R"
"TCF7",0,1.85695447356289,0.341,0.031,0,"3","TCF7"
"LTB",0,1.81866768788645,0.583,0.14,0,"3","LTB"
"LDHB",0,1.81364761002082,0.579,0.173,0,"3","LDHB"
"TRAC1",0,1.79970147981569,0.539,0.116,0,"3","TRAC"
"BCL11B1",0,1.63947281037064,0.413,0.086,0,"3","BCL11B"
"CD3E1",0,1.35025484159156,0.57,0.163,0,"3","CD3E"
"NOSIP",0,1.34328476254154,0.33,0.093,0,"3","NOSIP"
"TRBC21",0,1.30827137220336,0.471,0.174,0,"3","TRBC2"
"RPS121",0,1.30220926545914,0.975,0.846,0,"3","RPS12"
"RPS181",0,1.24690194226548,0.945,0.749,0,"3","RPS18"
"RPS291",0,1.23276387009258,0.94,0.727,0,"3","RPS29"
"RPS61",0,1.2267785512655,0.921,0.705,0,"3","RPS6"
"RPL51",0,1.21471357468246,0.909,0.673,0,"3","RPL5"
"RPS251",0,1.19810319578086,0.907,0.666,0,"3","RPS25"
"RPL321",0,1.19542580598205,0.97,0.836,0,"3","RPL32"
"RPSA1",0,1.19455759069085,0.909,0.638,0,"3","RPSA"
"RPL361",0,1.18558941976137,0.939,0.739,0,"3","RPL36"
"RPL301",0,1.17947267010618,0.954,0.826,0,"3","RPL30"
"RPS211",0,1.17841295498455,0.955,0.733,0,"3","RPS21"
"RPL131",0,1.165826501709,0.98,0.849,0,"3","RPL13"
"EEF1B2",0,1.16065768173013,0.712,0.446,0,"3","EEF1B2"
"RPS3A",0,1.13300753231834,0.945,0.805,0,"3","RPS3A"
"RPS4X1",0,1.12665314829435,0.937,0.744,0,"3","RPS4X"
"RPS271",0,1.12038835093319,0.983,0.847,0,"3","RPS27"
"RPS31",0,1.09167366312006,0.955,0.772,0,"3","RPS3"
"CD3D1",0,1.07997304780142,0.447,0.138,0,"3","CD3D"
"RPS51",0,1.07294198010267,0.857,0.623,0,"3","RPS5"
"RPL101",0,1.07285077032598,0.99,0.865,0,"3","RPL10"
"RPL33",0,1.06693844240228,0.93,0.725,0,"3","RPL3"
"RPL10A1",0,1.06436901478771,0.864,0.618,0,"3","RPL10A"
"RPS8",0,1.06175570382024,0.946,0.769,0,"3","RPS8"
"RPS27A1",0,1.0539071092431,0.959,0.833,0,"3","RPS27A"
"RPS101",0,1.05364178969475,0.924,0.722,0,"3","RPS10"
"RPL371",0,1.05233105277913,0.956,0.805,0,"3","RPL37"
"RPS161",0,1.036460062079,0.913,0.705,0,"3","RPS16"
"RPL9",0,1.03077948963514,0.919,0.746,0,"3","RPL9"
"RPL35A1",0,1.02609170532145,0.913,0.714,0,"3","RPL35A"
"RPS15A1",0,1.02511578848515,0.959,0.839,0,"3","RPS15A"
"RPS281",0,1.02495929836087,0.974,0.834,0,"3","RPS28"
"RPL191",0,1.02292580144805,0.95,0.784,0,"3","RPL19"
"RPLP21",0,1.02030559157444,0.938,0.755,0,"3","RPLP2"
"RPS141",0,1.02023186579824,0.948,0.789,0,"3","RPS14"
"RPL34",0,1.01714604920283,0.962,0.85,0,"3","RPL34"
"RPL11",0,1.01687506944913,0.963,0.821,0,"3","RPL11"
"RPL22",0,1.00963785623474,0.845,0.625,0,"3","RPL22"
"EEF1A1",0,1.00181639306211,0.986,0.882,0,"3","EEF1A1"
"RPL4",0,1.00097983510564,0.79,0.547,0,"3","RPL4"
"RPL181",0,0.99785796958924,0.937,0.749,0,"3","RPL18"
"RPL36A1",0,0.986683412007832,0.823,0.585,0,"3","RPL36A"
"RPL141",0,0.956415784453326,0.908,0.716,0,"3","RPL14"
"IL322",0,0.952069082863684,0.651,0.263,0,"3","IL32"
"RPS191",0,0.951828653214255,0.953,0.755,0,"3","RPS19"
"RPLP1",0,0.950862494408452,0.978,0.863,0,"3","RPLP1"
"RPL211",0,0.926952390019862,0.924,0.76,0,"3","RPL21"
"RPL291",0,0.925453830225198,0.915,0.731,0,"3","RPL29"
"RPL12",0,0.92191090962809,0.926,0.755,0,"3","RPL12"
"RPS22",0,0.921021678456748,0.949,0.779,0,"3","RPS2"
"RPS23",0,0.915297615912613,0.931,0.768,0,"3","RPS23"
"RPL18A1",0,0.888193045552626,0.954,0.794,0,"3","RPL18A"
"TPT1",0,0.883520703258304,0.962,0.9,0,"3","TPT1"
"RPS71",0,0.87238398576917,0.917,0.729,0,"3","RPS7"
"RPL411",0,0.846137636855836,0.977,0.888,0,"3","RPL41"
"RPS151",0,0.844113107982192,0.943,0.786,0,"3","RPS15"
"RPL39",0,0.830342834599766,0.965,0.88,0,"3","RPL39"
"RPS13",0,0.822555015491873,0.905,0.749,0,"3","RPS13"
"RPL281",0,0.765801950344263,0.975,0.9,0,"3","RPL28"
"RPL6",4.09780030652746e-307,0.812461381503817,0.897,0.712,9.43108740547295e-303,"3","RPL6"
"RPL171",1.08634057308947e-303,0.792206214031513,0.888,0.706,2.50021282896543e-299,"3","RPL17"
"RPL8",2.42951010390006e-296,0.745117869696087,0.911,0.736,5.59151750412598e-292,"3","RPL8"
"RPL7A1",2.29290095778042e-295,0.758712804759515,0.899,0.734,5.27711155433165e-291,"3","RPL7A"
"RPL23A1",9.90393095416205e-291,0.817579960257362,0.881,0.677,2.27938970910039e-286,"3","RPL23A"
"RPL381",1.24562014960236e-287,1.07939853925828,0.761,0.529,2.86679477430983e-283,"3","RPL38"
"RPL241",3.5540550214944e-287,0.889649027908289,0.821,0.616,8.17965763196935e-283,"3","RPL24"
"LEPROTL1",2.65586796322177e-283,1.25153008840635,0.374,0.129,6.11248011735491e-279,"3","LEPROTL1"
"RPL37A1",1.66128507163511e-282,0.88017373020051,0.871,0.679,3.8234475923682e-278,"3","RPL37A"
"CD3G1",3.17918070954633e-274,0.963805194762504,0.355,0.11,7.31688440302088e-270,"3","CD3G"
"SARAF",2.10276998977982e-263,1.17262725913977,0.585,0.314,4.83952513147827e-259,"3","SARAF"
"RPLP01",8.64053198010484e-263,0.946650841742334,0.746,0.498,1.98861843522113e-258,"3","RPLP0"
"AC058791.1",9.12100992683378e-249,1.21645310019742,0.272,0.079,2.0992004346608e-244,"3","AC058791.1"
"PCED1B-AS12",5.04957147543591e-243,1.06300720171073,0.43,0.175,1.16215887507158e-238,"3","PCED1B-AS1"
"ETS12",1.21169021475229e-238,0.993761984127598,0.439,0.179,2.7887050292524e-234,"3","ETS1"
"LIME11",7.77729034420932e-236,1.06099854719865,0.364,0.134,1.78994337271978e-231,"3","LIME1"
"EEF1G",2.07223115151233e-232,0.930487138384587,0.712,0.489,4.76923999520563e-228,"3","EEF1G"
"NPM1",4.16613403549667e-232,1.0588226664063,0.576,0.319,9.58835748269559e-228,"3","NPM1"
"RPL13A1",2.67343839650415e-231,0.782012744640528,0.834,0.658,6.15291846955431e-227,"3","RPL13A"
"RPL261",2.02414866780575e-212,0.627331313281863,0.91,0.776,4.65857815895495e-208,"3","RPL26"
"RACK1",1.1496106387506e-210,0.717162995493257,0.824,0.636,2.64582888508451e-206,"3","RACK1"
"RPL351",3.03997130001575e-210,0.757972825682359,0.819,0.641,6.99649394698624e-206,"3","RPL35"
"GAS5",9.63448249115521e-206,1.05819983626894,0.372,0.156,2.21737614533937e-201,"3","GAS5"
"RPL15",8.54134514610771e-193,0.584084666306289,0.893,0.749,1.96579058537669e-188,"3","RPL15"
"C12orf571",1.84224707741005e-190,0.981289640634364,0.388,0.17,4.23993164865924e-186,"3","C12orf57"
"RPL271",6.47490549585549e-188,0.796315126260502,0.742,0.561,1.49019949987114e-183,"3","RPL27"
"SNHG29",1.6607208438378e-180,0.987390323389292,0.559,0.341,3.82214902209269e-176,"3","SNHG29"
"CD69",3.85253257768023e-180,1.11234279701646,0.295,0.11,8.86660372753104e-176,"3","CD69"
"SNHG25",2.88400199084629e-175,1.03909897037626,0.354,0.156,6.63753058193274e-171,"3","SNHG25"
"GIMAP7",7.11973516706835e-173,0.909005775269759,0.295,0.114,1.63860704870078e-168,"3","GIMAP7"
"FAU",2.3947052191304e-170,0.480248868893838,0.923,0.832,5.51141406182861e-166,"3","FAU"
"NOP531",8.95377437546106e-157,0.897588806923095,0.479,0.269,2.06071117251236e-152,"3","NOP53"
"FOXP1",6.1995604516792e-150,0.933583940499881,0.464,0.257,1.42682883795397e-145,"3","FOXP1"
"RPS261",2.07258746624022e-147,0.909354689338296,0.716,0.586,4.77006005355187e-143,"3","RPS26"
"HINT1",3.59410569219205e-142,0.790941141614243,0.556,0.35,8.27183425057999e-138,"3","HINT1"
"EVL2",1.45529980651413e-140,0.727772570172127,0.437,0.225,3.34937250469227e-136,"3","EVL"
"RPS9",3.87649794141068e-139,0.579772923460224,0.838,0.714,8.92176001215668e-135,"3","RPS9"
"TOMM71",6.72633073577247e-135,0.75254859917952,0.588,0.395,1.54806501883804e-130,"3","TOMM7"
"RPL27A1",2.679040841748e-133,0.82996353765838,0.649,0.482,6.16581249728301e-129,"3","RPL27A"
"EIF3E1",3.35142671591145e-130,0.780572996442464,0.531,0.332,7.7133085866702e-126,"3","EIF3E"
"RPL311",5.16044189866602e-127,0.768747907782676,0.545,0.358,1.18767570297798e-122,"3","RPL31"
"TRBC12",9.44567863952072e-127,0.948358658398953,0.292,0.129,2.17392293888569e-122,"3","TRBC1"
"RPS201",1.02095475357488e-124,0.834661507440791,0.466,0.282,2.34972736535258e-120,"3","RPS20"
"SNHG61",1.89631205781809e-119,0.77427834564237,0.401,0.22,4.36436220106834e-115,"3","SNHG6"
"HSPA82",5.90781551743448e-118,0.722986583291282,0.513,0.319,1.35968374133754e-113,"3","HSPA8"
"LCK1",1.02267012092416e-112,0.66557525167464,0.262,0.113,2.35367528330696e-108,"3","LCK"
"NACA",2.66087608825264e-112,0.498945152082404,0.81,0.673,6.12400631711346e-108,"3","NACA"
"RPL71",7.03198960543554e-112,0.583187768653755,0.701,0.532,1.61841240769099e-107,"3","RPL7"
"ACAP1",1.22754455051825e-97,0.687748833832324,0.302,0.152,2.82519378301774e-93,"3","ACAP1"
"TLE52",5.4678247124656e-94,0.55091969880104,0.514,0.326,1.25841985757396e-89,"3","TLE5"
"EEF1D1",2.58726060284578e-93,0.478629143315441,0.77,0.64,5.95458027744956e-89,"3","EEF1D"
"LINC-PINT",1.1244412512577e-90,0.822566932379756,0.288,0.149,2.58790153976959e-86,"3","LINC-PINT"
"RPS4Y11",2.6369786412201e-86,0.66365761889278,0.528,0.377,6.06900634276805e-82,"3","RPS4Y1"
"GSTK11",5.11224855063192e-86,0.706657737705485,0.35,0.202,1.17658400392794e-81,"3","GSTK1"
"MALAT12",7.66303545820196e-83,0.32628966018453,0.999,0.996,1.76364761070518e-78,"3","MALAT1"
"FXYD5",5.73801517489792e-81,0.638223732597869,0.475,0.32,1.32060419250276e-76,"3","FXYD5"
"ZFP36L22",5.28605010669133e-80,0.628520639557976,0.603,0.447,1.21658443205501e-75,"3","ZFP36L2"
"RPS24",4.8241758751975e-79,0.355710474381465,0.884,0.783,1.1102840776767e-74,"3","RPS24"
"UBA52",3.72256912116308e-78,0.397085624568599,0.835,0.751,8.56749283235684e-74,"3","UBA52"
"COX7C",4.92727781993189e-73,0.550468081515068,0.524,0.381,1.13401299025732e-68,"3","COX7C"
"MZT2B1",1.07364909763823e-70,0.570805475544771,0.311,0.177,2.47100339821438e-66,"3","MZT2B"
"PABPC11",3.03085928549081e-65,0.406652966955036,0.736,0.578,6.97552264555709e-61,"3","PABPC1"
"SOD1",1.40706480649768e-64,0.593256602743779,0.265,0.148,3.23835965215441e-60,"3","SOD1"
"MIF2",2.44344129732088e-64,0.58136154202745,0.446,0.306,5.623580145784e-60,"3","MIF"
"RPS11",3.99076770111436e-63,0.388686202378772,0.788,0.667,9.18475186411469e-59,"3","RPS11"
"SNHG5",2.0552641140634e-62,0.559115153816843,0.341,0.213,4.73019035851691e-58,"3","SNHG5"
"EEF2",3.16183782056705e-62,0.478199687414464,0.589,0.449,7.27696974403506e-58,"3","EEF2"
"HNRNPA1",1.13417079909965e-61,0.490131363195448,0.544,0.411,2.61029409412785e-57,"3","HNRNPA1"
"MT-CYB2",2.39547533134438e-61,0.335954561685798,0.986,0.929,5.51318647508909e-57,"3","MT-CYB"
"AAK11",5.37600452252786e-59,0.554548910715161,0.262,0.148,1.23728744085979e-54,"3","AAK1"
"BTG11",1.74228408952413e-58,0.366399969023001,0.705,0.576,4.00986683203978e-54,"3","BTG1"
"COMMD61",4.70178166022028e-56,0.502651440116657,0.439,0.31,1.0821150490997e-51,"3","COMMD6"
"RPL231",6.46533568076334e-53,0.497164212382417,0.551,0.426,1.48799700692768e-48,"3","RPL23"
"TRAF3IP3",3.06998743482112e-51,0.536212859963673,0.265,0.158,7.0655760812408e-47,"3","TRAF3IP3"
"TMEM1231",7.10390038753123e-50,0.596763349690427,0.287,0.182,1.63496267419031e-45,"3","TMEM123"
"BTF3",5.28129426793875e-49,0.413386640188731,0.594,0.475,1.2154898757661e-44,"3","BTF3"
"SKP11",2.38547258399284e-45,0.416292165197956,0.468,0.344,5.49016515205952e-41,"3","SKP1"
"CDC42SE22",3.50106294518047e-42,0.452157910750147,0.389,0.273,8.05769636833285e-38,"3","CDC42SE2"
"HMGN1",4.45850238805922e-42,0.469611185606339,0.316,0.21,1.02612432461183e-37,"3","HMGN1"
"ANP32B",5.93363380689674e-42,0.477209601848332,0.282,0.184,1.36562582065729e-37,"3","ANP32B"
"APRT1",1.9266530074594e-40,0.467042781094486,0.323,0.221,4.4341918966678e-36,"3","APRT"
"KLF2",2.01753953793791e-39,0.282035950477075,0.586,0.452,4.64336724656409e-35,"3","KLF2"
"NSA2",3.33473896001002e-38,0.475030597029106,0.283,0.188,7.67490171646305e-34,"3","NSA2"
"HSP90AB1",3.73689378418663e-37,0.429224585076154,0.346,0.243,8.60046104430553e-33,"3","HSP90AB1"
"HNRNPH12",1.4949056995828e-35,0.406154399503142,0.577,0.472,3.44052546758981e-31,"3","HNRNPH1"
"ANKRD12",1.07660238936199e-33,0.481636530022052,0.304,0.211,2.47780039911661e-29,"3","ANKRD12"
"RPS17",7.46139520027377e-33,0.350418074478181,0.453,0.353,1.71724010534301e-28,"3","RPS17"
"RPL36AL2",5.08527153347753e-30,0.324442893322205,0.463,0.362,1.17037524342985e-25,"3","RPL36AL"
"EIF3L1",4.72069491727191e-28,0.359105381595124,0.284,0.202,1.08646793521013e-23,"3","EIF3L"
"ATM2",7.82124961270092e-28,0.345744862802722,0.284,0.198,1.80006059836312e-23,"3","ATM"
"TNRC6B",4.1493442058636e-25,0.35878499318939,0.315,0.231,9.54971568979506e-21,"3","TNRC6B"
"JUN1",4.83056567302016e-25,0.507123586399625,0.285,0.207,1.11175468964559e-20,"3","JUN"
"IKZF1",7.0414509907515e-25,0.37857154818068,0.281,0.204,1.62058994552146e-20,"3","IKZF1"
"STK4",1.11854723922028e-24,0.32677909847671,0.408,0.315,2.57433647106547e-20,"3","STK4"
"JUNB",1.21637600689666e-24,0.390794495718731,0.716,0.648,2.79948937987266e-20,"3","JUNB"
"EIF3H",2.33583316126905e-23,0.318114889569529,0.279,0.203,5.37592002066071e-19,"3","EIF3H"
"EIF4A2",8.65917030666697e-22,0.330359622458406,0.347,0.27,1.9929080460794e-17,"3","EIF4A2"
"SNRPD2",1.32878916505135e-21,0.349380967647156,0.255,0.186,3.05820826336568e-17,"3","SNRPD2"
"EIF3F",1.34675069446637e-21,0.295097103792194,0.33,0.253,3.09954672331435e-17,"3","EIF3F"
"COX6C2",1.38152938435269e-21,0.268042587386072,0.366,0.285,3.17958987808771e-17,"3","COX6C"
"RAN",4.16956264096063e-21,0.289074419576421,0.261,0.19,9.5962484181709e-17,"3","RAN"
"CIRBP1",1.16843546077398e-20,0.268369990522547,0.46,0.373,2.68915421297132e-16,"3","CIRBP"
"PPDPF2",2.19874505218295e-19,0.289273774746085,0.34,0.265,5.06041173759907e-15,"3","PPDPF"
"ANAPC16",6.22541906665625e-19,0.296690451322724,0.265,0.196,1.43278019819094e-14,"3","ANAPC16"
"PTGES3",1.98928733632452e-17,0.291848085543415,0.262,0.2,4.57834480455087e-13,"3","PTGES3"
"SF1",2.46243430927132e-17,0.284526131542855,0.391,0.318,5.66729256278794e-13,"3","SF1"
"FUS1",1.59040827166658e-16,0.254172175154386,0.334,0.262,3.66032463724064e-12,"3","FUS"
"ARHGEF11",4.45161741323352e-15,0.283475934733232,0.262,0.2,1.02453974765569e-10,"3","ARHGEF1"
"EIF4B1",1.59383018258554e-14,0.270926243962388,0.315,0.254,3.66820016522062e-10,"3","EIF4B"
"PCSK72",2.42455137486097e-14,0.269115044613107,0.268,0.209,5.58010498924252e-10,"3","PCSK7"
"FCGR3B",0,4.22025692624641,0.784,0.042,0,"4","FCGR3B"
